#kinematics calculation of gsgs
#vertex z = 700 mm, E_reaction = 19.708 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 19.708 180 0
0.1 0.049978 19.708 89.95 1.50085e-05
0.2 0.0999559 19.7079 89.9 6.00339e-05
0.3 0.149934 19.7079 89.8499 0.000135076
0.4 0.199912 19.7078 89.7999 0.000240135
0.5 0.24989 19.7076 89.7499 0.00037521
0.6 0.299868 19.7075 89.6999 0.000540301
0.7 0.349846 19.7073 89.6498 0.000735407
0.8 0.399824 19.707 89.5998 0.000960528
0.9 0.449802 19.7068 89.5498 0.00121566
1 0.49978 19.7065 89.4998 0.00150081
1.1 0.549758 19.7062 89.4498 0.00181597
1.2 0.599736 19.7058 89.3997 0.00216115
1.3 0.649714 19.7055 89.3497 0.00253633
1.4 0.699692 19.7051 89.2997 0.00294152
1.5 0.74967 19.7046 89.2497 0.00337672
1.6 0.799648 19.7042 89.1996 0.00384193
1.7 0.849626 19.7037 89.1496 0.00433714
1.8 0.899604 19.7031 89.0996 0.00486235
1.9 0.949581 19.7026 89.0496 0.00541757
2 0.999559 19.702 88.9996 0.00600279
2.1 1.04954 19.7014 88.9495 0.00661801
2.2 1.09952 19.7007 88.8995 0.00726322
2.3 1.14949 19.7001 88.8495 0.00793843
2.4 1.19947 19.6994 88.7995 0.00864363
2.5 1.24945 19.6986 88.7494 0.00937882
2.6 1.29943 19.6979 88.6994 0.010144
2.7 1.34941 19.6971 88.6494 0.0109392
2.8 1.39938 19.6962 88.5994 0.0117643
2.9 1.44936 19.6954 88.5494 0.0126195
3 1.49934 19.6945 88.4993 0.0135046
3.1 1.54932 19.6936 88.4493 0.0144197
3.2 1.5993 19.6926 88.3993 0.0153647
3.3 1.64927 19.6917 88.3493 0.0163397
3.4 1.69925 19.6907 88.2993 0.0173447
3.5 1.74923 19.6896 88.2492 0.0183797
3.6 1.79921 19.6886 88.1992 0.0194446
3.7 1.84919 19.6875 88.1492 0.0205395
3.8 1.89916 19.6863 88.0992 0.0216643
3.9 1.94914 19.6852 88.0491 0.0228191
4 1.99912 19.684 87.9991 0.0240038
4.1 2.0491 19.6828 87.9491 0.0252185
4.2 2.09908 19.6815 87.8991 0.0264631
4.3 2.14905 19.6803 87.8491 0.0277377
4.4 2.19903 19.679 87.799 0.0290422
4.5 2.24901 19.6776 87.749 0.0303766
4.6 2.29899 19.6763 87.699 0.0317409
4.7 2.34897 19.6749 87.649 0.0331352
4.8 2.39894 19.6734 87.5989 0.0345594
4.9 2.44892 19.672 87.5489 0.0360135
5 2.4989 19.6705 87.4989 0.0374974
5.1 2.54888 19.669 87.4489 0.0390113
5.2 2.59886 19.6674 87.3989 0.0405551
5.3 2.64883 19.6659 87.3488 0.0421288
5.4 2.69881 19.6643 87.2988 0.0437324
5.5 2.74879 19.6626 87.2488 0.0453659
5.6 2.79877 19.661 87.1988 0.0470292
5.7 2.84875 19.6593 87.1487 0.0487224
5.8 2.89872 19.6576 87.0987 0.0504455
5.9 2.9487 19.6558 87.0487 0.0521984
6 2.99868 19.654 86.9987 0.0539812
6.1 3.04866 19.6522 86.9487 0.0557939
6.2 3.09864 19.6504 86.8986 0.0576364
6.3 3.14861 19.6485 86.8486 0.0595087
6.4 3.19859 19.6466 86.7986 0.0614109
6.5 3.24857 19.6447 86.7486 0.0633429
6.6 3.29855 19.6427 86.6985 0.0653048
6.7 3.34853 19.6407 86.6485 0.0672964
6.8 3.39851 19.6387 86.5985 0.0693179
6.9 3.44848 19.6366 86.5485 0.0713692
7 3.49846 19.6345 86.4985 0.0734502
7.1 3.54844 19.6324 86.4484 0.0755611
7.2 3.59842 19.6303 86.3984 0.0777017
7.3 3.6484 19.6281 86.3484 0.0798722
7.4 3.69837 19.6259 86.2984 0.0820724
7.5 3.74835 19.6237 86.2484 0.0843023
7.6 3.79833 19.6214 86.1983 0.0865621
7.7 3.84831 19.6191 86.1483 0.0888516
7.8 3.89829 19.6168 86.0983 0.0911708
7.9 3.94827 19.6145 86.0483 0.0935197
8 3.99824 19.6121 85.9982 0.0958985
8.1 4.04822 19.6097 85.9482 0.0983069
8.2 4.0982 19.6073 85.8982 0.100745
8.3 4.14818 19.6048 85.8482 0.103213
8.4 4.19816 19.6023 85.7982 0.10571
8.5 4.24813 19.5998 85.7481 0.108238
8.6 4.29811 19.5972 85.6981 0.110795
8.7 4.34809 19.5946 85.6481 0.113381
8.8 4.39807 19.592 85.5981 0.115998
8.9 4.44805 19.5894 85.548 0.118643
9 4.49803 19.5867 85.498 0.121319
9.1 4.548 19.584 85.448 0.124024
9.2 4.59798 19.5812 85.398 0.126759
9.3 4.64796 19.5785 85.348 0.129524
9.4 4.69794 19.5757 85.2979 0.132318
9.5 4.74792 19.5729 85.2479 0.135142
9.6 4.79789 19.57 85.1979 0.137995
9.7 4.84787 19.5671 85.1479 0.140878
9.8 4.89785 19.5642 85.0979 0.143791
9.9 4.94783 19.5613 85.0478 0.146733
10 4.99781 19.5583 84.9978 0.149704
10.1 5.04779 19.5553 84.9478 0.152706
10.2 5.09776 19.5523 84.8978 0.155736
10.3 5.14774 19.5492 84.8477 0.158797
10.4 5.19772 19.5461 84.7977 0.161887
10.5 5.2477 19.543 84.7477 0.165006
10.6 5.29768 19.5398 84.6977 0.168155
10.7 5.34766 19.5367 84.6477 0.171334
10.8 5.39763 19.5335 84.5976 0.174541
10.9 5.44761 19.5302 84.5476 0.177779
11 5.49759 19.527 84.4976 0.181046
11.1 5.54757 19.5237 84.4476 0.184342
11.2 5.59755 19.5203 84.3975 0.187668
11.3 5.64753 19.517 84.3475 0.191023
11.4 5.69751 19.5136 84.2975 0.194408
11.5 5.74748 19.5102 84.2475 0.197822
11.6 5.79746 19.5067 84.1975 0.201265
11.7 5.84744 19.5033 84.1474 0.204738
11.8 5.89742 19.4998 84.0974 0.208241
11.9 5.9474 19.4962 84.0474 0.211772
12 5.99738 19.4927 83.9974 0.215334
12.1 6.04735 19.4891 83.9474 0.218924
12.2 6.09733 19.4855 83.8973 0.222544
12.3 6.14731 19.4818 83.8473 0.226193
12.4 6.19729 19.4781 83.7973 0.229871
12.5 6.24727 19.4744 83.7473 0.233579
12.6 6.29725 19.4707 83.6972 0.237316
12.7 6.34722 19.4669 83.6472 0.241083
12.8 6.3972 19.4631 83.5972 0.244878
12.9 6.44718 19.4593 83.5472 0.248703
13 6.49716 19.4554 83.4972 0.252557
13.1 6.54714 19.4516 83.4471 0.256441
13.2 6.59712 19.4476 83.3971 0.260353
13.3 6.6471 19.4437 83.3471 0.264295
13.4 6.69707 19.4397 83.2971 0.268266
13.5 6.74705 19.4357 83.2471 0.272267
