#kinematics calculation of gsex
#vertex z = 300 mm, E_reaction = 52.061 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 47.5166 0 0.104402
0.1 0.0476133 47.5166 1.01653 0.104438
0.2 0.0952265 47.5165 2.03231 0.104546
0.3 0.14284 47.5163 3.04663 0.104727
0.4 0.190453 47.516 4.05875 0.104979
0.5 0.238066 47.5157 5.06795 0.105304
0.6 0.28568 47.5153 6.07353 0.105702
0.7 0.333293 47.5148 7.07479 0.106171
0.8 0.380906 47.5143 8.07105 0.106712
0.9 0.428519 47.5137 9.06167 0.107326
1 0.476132 47.513 10.046 0.108012
1.1 0.523745 47.5122 11.0235 0.108771
1.2 0.571358 47.5114 11.9934 0.109601
1.3 0.618971 47.5105 12.9554 0.110504
1.4 0.666584 47.5095 13.9087 0.111478
1.5 0.714197 47.5085 14.8531 0.112525
1.6 0.76181 47.5074 15.7879 0.113644
1.7 0.809423 47.5062 16.7127 0.114836
1.8 0.857036 47.5049 17.6272 0.116099
1.9 0.904648 47.5036 18.5309 0.117435
2 0.952261 47.5022 19.4236 0.118843
2.1 0.999874 47.5007 20.3049 0.120323
2.2 1.04749 47.4991 21.1745 0.121875
2.3 1.0951 47.4975 22.0322 0.1235
2.4 1.14271 47.4958 22.8778 0.125196
2.5 1.19032 47.494 23.7111 0.126965
2.6 1.23794 47.4922 24.532 0.128806
2.7 1.28555 47.4903 25.3402 0.130719
2.8 1.33316 47.4883 26.1357 0.132704
2.9 1.38077 47.4862 26.9185 0.134761
3 1.42838 47.4841 27.6884 0.136891
3.1 1.47599 47.4819 28.4454 0.139092
3.2 1.52361 47.4796 29.1896 0.141366
3.3 1.57122 47.4773 29.9209 0.143711
3.4 1.61883 47.4749 30.6393 0.146129
3.5 1.66644 47.4724 31.345 0.148619
3.6 1.71405 47.4698 32.0379 0.151181
3.7 1.76166 47.4672 32.7182 0.153815
3.8 1.80927 47.4645 33.3859 0.156521
3.9 1.85688 47.4617 34.0411 0.159299
4 1.90449 47.4589 34.684 0.16215
4.1 1.95211 47.4559 35.3147 0.165072
4.2 1.99972 47.4529 35.9333 0.168066
4.3 2.04733 47.4499 36.5399 0.171132
4.4 2.09494 47.4467 37.1347 0.174271
4.5 2.14255 47.4435 37.7179 0.177481
4.6 2.19016 47.4402 38.2896 0.180763
4.7 2.23777 47.4369 38.85 0.184118
4.8 2.28537 47.4335 39.3993 0.187544
4.9 2.33298 47.43 39.9376 0.191042
5 2.38059 47.4264 40.4651 0.194612
5.1 2.4282 47.4227 40.982 0.198254
5.2 2.47581 47.419 41.4885 0.201968
5.3 2.52342 47.4152 41.9848 0.205754
5.4 2.57103 47.4114 42.471 0.209612
5.5 2.61864 47.4075 42.9473 0.213542
5.6 2.66624 47.4035 43.414 0.217544
