#kinematics calculation of gsex
#vertex z = 450 mm, E_reaction = 41.844 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 37.2711 0 0.132919
0.1 0.0469825 37.2711 0.787174 0.132947
0.2 0.093965 37.271 1.57399 0.133032
0.3 0.140948 37.2708 2.3601 0.133173
0.4 0.18793 37.2706 3.14514 0.133371
0.5 0.234913 37.2704 3.92877 0.133626
0.6 0.281895 37.2701 4.71063 0.133937
0.7 0.328877 37.2697 5.49039 0.134304
0.8 0.37586 37.2693 6.26771 0.134729
0.9 0.422842 37.2688 7.04225 0.135209
1 0.469824 37.2683 7.8137 0.135747
1.1 0.516807 37.2677 8.58173 0.136341
1.2 0.563789 37.267 9.34603 0.136991
1.3 0.610771 37.2663 10.1063 0.137698
1.4 0.657753 37.2655 10.8623 0.138462
1.5 0.704735 37.2647 11.6137 0.139282
1.6 0.751717 37.2638 12.3602 0.140159
1.7 0.798699 37.2629 13.1015 0.141092
1.8 0.845681 37.2619 13.8375 0.142082
1.9 0.892663 37.2609 14.5679 0.143128
2 0.939645 37.2598 15.2925 0.144231
2.1 0.986626 37.2586 16.011 0.14539
2.2 1.03361 37.2574 16.7232 0.146606
2.3 1.08059 37.2561 17.4291 0.147878
2.4 1.12757 37.2548 18.1283 0.149207
2.5 1.17455 37.2534 18.8207 0.150593
2.6 1.22153 37.252 19.5061 0.152035
2.7 1.26851 37.2505 20.1845 0.153533
2.8 1.31549 37.2489 20.8557 0.155088
2.9 1.36248 37.2473 21.5196 0.1567
3 1.40946 37.2456 22.176 0.158367
3.1 1.45644 37.2439 22.8249 0.160092
3.2 1.50342 37.2421 23.4662 0.161873
3.3 1.5504 37.2403 24.0999 0.16371
3.4 1.59738 37.2384 24.7257 0.165604
3.5 1.64436 37.2364 25.3438 0.167554
3.6 1.69134 37.2344 25.954 0.169561
3.7 1.73832 37.2324 26.5564 0.171625
3.8 1.7853 37.2303 27.1508 0.173744
3.9 1.83227 37.2281 27.7374 0.17592
4 1.87925 37.2258 28.316 0.178153
4.1 1.92623 37.2236 28.8867 0.180442
4.2 1.97321 37.2212 29.4494 0.182787
4.3 2.02019 37.2188 30.0043 0.185189
4.4 2.06717 37.2164 30.5512 0.187648
4.5 2.11415 37.2138 31.0904 0.190162
4.6 2.16112 37.2113 31.6216 0.192733
4.7 2.2081 37.2086 32.1451 0.195361
4.8 2.25508 37.206 32.6609 0.198045
4.9 2.30206 37.2032 33.169 0.200785
5 2.34903 37.2004 33.6694 0.203581
5.1 2.39601 37.1976 34.1622 0.206434
5.2 2.44299 37.1947 34.6475 0.209343
5.3 2.48996 37.1917 35.1254 0.212309
5.4 2.53694 37.1887 35.5958 0.215331
5.5 2.58392 37.1856 36.059 0.218409
5.6 2.63089 37.1825 36.5149 0.221543
5.7 2.67787 37.1793 36.9636 0.224734
5.8 2.72484 37.176 37.4052 0.227981
5.9 2.77182 37.1727 37.8398 0.231285
6 2.81879 37.1694 38.2675 0.234644
6.1 2.86577 37.1659 38.6884 0.23806
6.2 2.91274 37.1625 39.1024 0.241532
6.3 2.95972 37.1589 39.5098 0.245061
6.4 3.00669 37.1554 39.9107 0.248645
6.5 3.05366 37.1517 40.305 0.252286
6.6 3.10064 37.148 40.6928 0.255983
6.7 3.14761 37.1443 41.0744 0.259736
6.8 3.19458 37.1405 41.4497 0.263546
6.9 3.24155 37.1366 41.8189 0.267411
7 3.28853 37.1327 42.182 0.271333
7.1 3.3355 37.1287 42.5392 0.275311
7.2 3.38247 37.1247 42.8904 0.279345
7.3 3.42944 37.1206 43.2359 0.283435
7.4 3.47641 37.1164 43.5757 0.287581
7.5 3.52338 37.1122 43.9098 0.291783
7.6 3.57035 37.108 44.2384 0.296042
7.7 3.61732 37.1036 44.5616 0.300356
7.8 3.66429 37.0993 44.8794 0.304727
7.9 3.71126 37.0948 45.192 0.309153
8 3.75823 37.0904 45.4994 0.313636
8.1 3.80519 37.0858 45.8016 0.318175
8.2 3.85216 37.0812 46.0988 0.322769
8.3 3.89913 37.0766 46.3911 0.32742
8.4 3.9461 37.0719 46.6786 0.332126
8.5 3.99306 37.0671 46.9613 0.336889
8.6 4.04003 37.0623 47.2392 0.341707
8.7 4.087 37.0574 47.5126 0.346582
8.8 4.13396 37.0525 47.7814 0.351512
8.9 4.18093 37.0475 48.0457 0.356498
9 4.22789 37.0425 48.3057 0.36154
9.1 4.27486 37.0374 48.5613 0.366638
9.2 4.32182 37.0322 48.8127 0.371792
9.3 4.36878 37.027 49.0599 0.377002
9.4 4.41575 37.0217 49.303 0.382267
9.5 4.46271 37.0164 49.5421 0.387588
9.6 4.50967 37.011 49.7772 0.392965
9.7 4.55663 37.0056 50.0085 0.398398
9.8 4.6036 37.0001 50.2359 0.403887
9.9 4.65056 36.9946 50.4595 0.409431
10 4.69752 36.989 50.6794 0.415031
10.1 4.74448 36.9833 50.8957 0.420687
10.2 4.79144 36.9776 51.1085 0.426399
10.3 4.8384 36.9718 51.3177 0.432166
10.4 4.88536 36.966 51.5234 0.437989
10.5 4.93231 36.9601 51.7258 0.443867
10.6 4.97927 36.9542 51.9248 0.449801
10.7 5.02623 36.9482 52.1206 0.455791
10.8 5.07319 36.9422 52.3131 0.461836
10.9 5.12014 36.9361 52.5024 0.467937
11 5.1671 36.9299 52.6887 0.474093
