#x,y,z,charge
39.2659 -113.317 -5280 0
31.9035 -52.4586 -5280 0
19.633 36.8052 -5280 0
-4.90825 39.7067 -5280 0
-7.36236 41.0558 -5280 0
-9.81648 39.7067 -5280 0
-17.1788 41.0558 -5280 0
-19.6329 39.7067 -5280 0
-22.0871 35.456 -5280 0
-24.5412 36.8052 -5280 0
-26.9953 35.456 -5280 0
-2.45413 -69.4613 -5280 0
-26.9953 26.9547 -5280 0
44.1741 -99.2159 -5280 0
17.1788 -109.066 -5280 0
29.4494 -116.218 -5280 0
31.9035 -117.568 -5280 0
36.8118 -117.568 -5280 0
41.72 -103.467 -5280 0
39.2659 -87.813 -208 16.3611
34.3577 -99.2159 -208 3761.47
31.9035 -100.565 -208 13783.8
31.9035 -94.9652 -208 7389.11
29.4494 -99.2159 -208 42259.4
29.4494 -96.3143 -208 28450.7
26.9953 -100.565 -208 44396.7
24.5412 -96.3143 -208 18176.4
24.5412 -99.2159 -208 15698.8
22.0871 -100.565 -208 4270.72
19.6329 -99.2159 -208 1412.16
17.1788 -100.565 -208 162.044
14.7247 -99.2159 -208 23.4539
39.2659 -104.816 -208 155.787
36.8118 -92.0637 -208 244.006
22.087 -111.968 -208 95.4036
36.8118 -111.968 -208 25.3618
34.3577 -113.317 -208 63.5576
41.72 -109.066 -208 9.58569
31.9035 -111.968 -208 260.804
29.4494 -113.317 -208 159.953
26.9953 -111.968 -208 272.079
26.9953 -117.568 -208 10.1801
24.5412 -113.317 -208 75.2098
36.8118 -100.565 -208 911.458
29.4494 -107.717 -208 3847.53
29.4494 -104.816 -208 17600.1
26.9953 -109.066 -208 1505.64
26.9953 -103.467 -208 23113
31.9035 -109.066 -208 1182.49
31.9035 -103.467 -208 10109.1
34.3577 -104.816 -208 2062.28
34.3577 -107.717 -208 815.471
36.8118 -103.467 -208 864.674
36.8118 -109.066 -208 109.956
39.2659 -107.717 -208 99.9571
34.3577 -96.3143 -208 2847.62
24.5412 -107.717 -208 1598.5
24.5412 -104.816 -208 5241.12
22.0871 -103.467 -208 2648.32
41.72 -100.565 -208 38.5503
19.6329 -104.816 -208 452.942
19.6329 -107.717 -208 294.807
17.1788 -103.467 -208 134.2
44.1741 -104.816 -208 2.25896
39.2659 -99.2159 -208 205.211
39.2659 -96.3143 -208 134.374
22.087 -109.066 -208 309.644
36.8118 -94.9652 -208 709.489
17.1788 -92.0637 -192 766.081
14.7247 -96.3143 -192 37.6588
19.6329 -96.3143 -192 1595.99
22.087 -94.9652 -192 6904.66
12.2706 -92.0637 -192 7.19826
39.2659 -90.7145 -192 47.3592
14.7247 -90.7145 -192 183.791
34.3577 -87.813 -192 698.476
19.633 -90.7145 -192 3092.34
17.1788 -94.9652 -192 428.703
22.0871 -92.0637 -192 8512.66
26.9953 -94.9652 -192 46632.9
24.5412 -90.7145 -192 27252
26.9953 -92.0637 -192 36919.7
29.4494 -90.7145 -192 12855.1
29.4494 -87.813 -192 8310.7
31.9035 -92.0637 -192 5544.4
34.3577 -90.7145 -192 1386.79
41.72 -86.4639 -176 19.4884
17.1788 -83.5624 -176 1811.08
19.633 -82.2132 -176 6019.19
22.0871 -83.5624 -176 15454.4
24.5412 -82.2132 -176 29689.4
26.9953 -83.5624 -176 14333.8
29.4494 -82.2132 -176 4233.7
36.8118 -86.4639 -176 130.247
31.9035 -86.4639 -176 2118.22
26.9953 -86.4639 -176 18641.5
24.5412 -87.813 -176 31944.4
22.0871 -86.4639 -176 12965
19.633 -87.813 -176 3662.88
17.1788 -86.4639 -176 1135.3
14.7247 -87.813 -176 203.359
12.2706 -86.4639 -176 34.4517
36.8118 -83.5624 -176 62.7474
34.3577 -79.3117 -176 192.28
34.3577 -82.2132 -176 267.815
31.9035 -83.5624 -176 1733.71
29.4494 -79.3117 -176 2837.52
17.1788 -75.0611 -160 4288.09
34.3577 -65.2106 -160 12.3973
22.0871 -75.0611 -160 27008.5
24.5412 -73.7119 -160 11198.3
26.9953 -75.0611 -160 5214.24
29.4494 -73.7119 -160 1294.36
31.9035 -75.0611 -160 446.878
31.9035 -77.9626 -160 695.026
34.3577 -73.7119 -160 48.522
36.8118 -77.9626 -160 21.4915
26.9953 -77.9626 -160 6855.64
24.5412 -79.3117 -160 22384.6
22.0871 -77.9626 -160 25059.7
19.633 -79.3117 -160 8618.4
17.1788 -77.9626 -160 3151.98
14.7247 -79.3117 -160 936.869
14.7247 -82.2132 -160 518.269
12.2706 -83.5624 -160 43.3325
12.2706 -77.9626 -160 179.834
9.81646 -82.2132 -160 16.0689
9.81646 -79.3117 -160 32.1033
36.8118 -75.0611 -160 24.135
36.8118 -69.4613 -160 4.03287
34.3577 -70.8104 -160 20.6469
26.9953 -66.5598 -144 1459.58
22.0871 -66.5598 -144 11733.5
29.4494 -65.2106 -144 250.12
31.9035 -66.5598 -144 53.9079
34.3577 -62.3091 -144 23.7135
36.8118 -66.5598 -144 9.19845
24.5412 -65.2106 -144 3762.26
29.4494 -70.8104 -144 761.661
24.5412 -70.8104 -144 8012
