#x,y,z,charge
22.0871 -52.4586 -144 21827.8
22.0871 -49.5571 -144 122285
-22.0871 49.5571 -128 116870
-22.0871 52.4586 -128 44402.7
-24.5412 53.8078 -128 15268.7
19.633 -48.208 -128 31078.9
19.633 -45.3065 -128 117812
19.633 -39.7067 -112 104891
-17.1788 43.9573 -112 11575
-19.6329 48.208 -112 28896.5
-19.6329 45.3065 -112 98513.6
-17.1788 41.0558 -112 90497.3
19.633 -36.8052 -112 8212.73
17.1788 -35.456 -112 75100.3
-39.2659 22.704 -96 26484.2
-17.1788 32.5545 -96 9420.36
-14.7247 31.2053 -96 64490.7
14.7247 -31.2053 -96 61385.8
-36.8118 24.0532 -96 66510.2
-41.72 24.0532 -96 3427.1
-17.1788 35.456 -96 56465.6
14.7247 -28.3038 -96 20555.3
17.1788 -32.5545 -96 26841.3
-12.2706 24.0532 -80 120141
9.81648 -22.704 -80 37848.7
-12.2706 26.9547 -80 122404
-14.7247 28.3038 -80 74365.9
17.1788 -26.9547 -80 43267.2
12.2706 -26.9547 -80 35024.8
29.4494 -19.8025 -80 26110.2
-26.9953 18.4534 -80 29308.4
-29.4494 19.8025 -80 38129.3
-31.9035 18.4534 -80 54439.1
-34.3577 22.704 -80 46567.7
-34.3577 19.8025 -80 42860.7
12.2706 -24.0532 -80 32922.4
26.9953 -18.4534 -80 100960
7.36237 -18.4534 -64 24698
-19.6329 11.3012 -64 40837.5
24.5412 -14.2027 -64 14702.5
22.0871 -15.5519 -64 98032
19.6329 -14.2027 -64 62685.9
7.36237 -15.5519 -64 41612.9
19.6329 -11.3012 -64 23880.5
-19.6329 14.2027 -64 26808.5
-26.9953 15.5519 -64 40003.1
-24.5412 14.2027 -64 47913
-22.0871 15.5519 -64 16742
-7.36237 18.4534 -64 52645.4
-9.81648 19.8025 -64 114554
-9.81648 22.704 -64 77258
9.81648 -19.8025 -64 39668.7
12.2706 -18.4534 -64 97769.2
14.7247 -19.8025 -64 27567.7
14.7247 -22.704 -64 130976
17.1788 -24.0532 -64 33708.2
-12.2706 7.05056 -48 42467.4
17.1788 -9.95207 -48 21682.6
14.7247 -11.3012 -48 38152.2
12.2706 -15.5519 -48 11522.1
12.2706 -9.95207 -48 26429.2
9.81648 -14.2027 -48 88572.7
9.81648 -11.3012 -48 9685.11
7.36237 -9.95207 -48 64556.9
4.90825 -11.3012 -48 45006.5
4.90825 -14.2027 -48 14354.9
2.4541 -9.95207 -48 10799.1
12.2706 -7.05056 -48 35599.4
-2.45413 9.95207 -48 21491.4
-4.90825 11.3012 -48 117153
-4.90825 14.2027 -48 26086.7
-7.36237 15.5519 -48 107712
-12.2706 9.95207 -48 7712.91
-14.7247 11.3012 -48 8049.72
-17.1788 9.95207 -48 45105.7
-1.33514e-05 -2.7999 -32 44816.1
9.81648 -5.70141 -32 38709.8
7.36237 -7.05056 -32 26801.3
4.90825 -5.70141 -32 75560.5
4.90825 -2.7999 -32 54254
2.45413 -1.45075 -32 103621
2.4541 -7.05056 -32 47999.4
-1.33514e-05 2.7999 -32 113482
-1.33514e-05 5.70141 -32 4872.78
-2.45413 7.05056 -32 109228
-2.45413 1.45075 -32 48069.2
-4.90825 5.70141 -32 5578.54
-4.90825 2.7999 -32 44963.7
-9.81648 5.70141 -32 45387
