#kinematics calculation of gsgs
#vertex z = 800 mm, E_reaction = 6.194 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 6.194 180 0
0.1 0.0499931 6.194 89.95 4.717e-06
0.2 0.0999861 6.19398 89.9 1.8868e-05
0.3 0.149979 6.19396 89.85 4.24529e-05
0.4 0.199972 6.19392 89.8 7.54717e-05
0.5 0.249965 6.19388 89.75 0.000117924
0.6 0.299958 6.19383 89.7 0.00016981
0.7 0.349952 6.19377 89.65 0.00023113
0.8 0.399945 6.1937 89.5999 0.000301883
0.9 0.449938 6.19362 89.5499 0.000382069
1 0.499931 6.19353 89.4999 0.000471688
1.1 0.549924 6.19343 89.4499 0.00057074
1.2 0.599917 6.19332 89.3999 0.000679223
1.3 0.64991 6.1932 89.3499 0.000797139
1.4 0.699903 6.19308 89.2999 0.000924486
1.5 0.749896 6.19294 89.2499 0.00106126
1.6 0.799889 6.19279 89.1999 0.00120747
1.7 0.849882 6.19264 89.1499 0.00136311
1.8 0.899875 6.19247 89.0999 0.00152818
1.9 0.949868 6.1923 89.0499 0.00170268
2 0.999861 6.19211 88.9999 0.00188661
2.1 1.04985 6.19192 88.9499 0.00207996
2.2 1.09985 6.19172 88.8998 0.00228275
2.3 1.14984 6.19151 88.8498 0.00249496
2.4 1.19983 6.19128 88.7998 0.0027166
2.5 1.24983 6.19105 88.7498 0.00294766
2.6 1.29982 6.19081 88.6998 0.00318815
2.7 1.34981 6.19056 88.6498 0.00343806
2.8 1.39981 6.1903 88.5998 0.00369739
2.9 1.4498 6.19003 88.5498 0.00396615
3 1.49979 6.18976 88.4998 0.00424433
3.1 1.54979 6.18947 88.4498 0.00453193
3.2 1.59978 6.18917 88.3998 0.00482895
3.3 1.64977 6.18886 88.3498 0.00513539
3.4 1.69976 6.18855 88.2998 0.00545125
3.5 1.74976 6.18822 88.2498 0.00577653
3.6 1.79975 6.18789 88.1998 0.00611122
3.7 1.84974 6.18754 88.1497 0.00645533
3.8 1.89974 6.18719 88.0997 0.00680885
3.9 1.94973 6.18683 88.0497 0.00717179
4 1.99972 6.18646 87.9997 0.00754414
4.1 2.04972 6.18607 87.9497 0.0079259
