#kinematics calculation of exex
#vertex z = 250 mm, E_reaction = 55.105 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 45.7934 0 0.431551
0.1 0.0450955 45.7934 0.464993 0.431585
0.2 0.090191 45.7933 0.929904 0.431689
0.3 0.135287 45.7931 1.39465 0.431862
0.4 0.180382 45.7929 1.85915 0.432104
0.5 0.225477 45.7926 2.32332 0.432415
0.6 0.270573 45.7922 2.78708 0.432795
0.7 0.315668 45.7918 3.25034 0.433244
0.8 0.360764 45.7912 3.71304 0.433762
0.9 0.405859 45.7907 4.17508 0.434349
1 0.450954 45.79 4.63639 0.435005
1.1 0.496049 45.7893 5.09689 0.435731
1.2 0.541144 45.7885 5.5565 0.436525
1.3 0.586239 45.7876 6.01514 0.437389
1.4 0.631334 45.7867 6.47274 0.438321
1.5 0.676429 45.7857 6.92921 0.439323
1.6 0.721524 45.7846 7.3845 0.440394
1.7 0.766618 45.7835 7.83852 0.441534
1.8 0.811713 45.7823 8.2912 0.442743
1.9 0.856807 45.781 8.74247 0.444021
2 0.901901 45.7796 9.19226 0.445368
2.1 0.946995 45.7782 9.6405 0.446784
2.2 0.992089 45.7767 10.0871 0.448269
2.3 1.03718 45.7752 10.5321 0.449823
2.4 1.08228 45.7736 10.9753 0.451446
2.5 1.12737 45.7719 11.4167 0.453138
2.6 1.17246 45.7701 11.8562 0.454899
2.7 1.21756 45.7683 12.2938 0.45673
2.8 1.26265 45.7664 12.7294 0.458629
2.9 1.30774 45.7644 13.163 0.460597
3 1.35283 45.7624 13.5944 0.462634
3.1 1.39793 45.7603 14.0238 0.464741
3.2 1.44302 45.7581 14.4509 0.466916
3.3 1.48811 45.7558 14.8757 0.46916
3.4 1.5332 45.7535 15.2983 0.471473
3.5 1.57829 45.7511 15.7185 0.473855
3.6 1.62338 45.7487 16.1363 0.476307
3.7 1.66847 45.7462 16.5517 0.478827
3.8 1.71356 45.7436 16.9646 0.481416
3.9 1.75865 45.7409 17.375 0.484074
4 1.80374 45.7382 17.7829 0.486801
4.1 1.84883 45.7354 18.1881 0.489596
4.2 1.89392 45.7325 18.5907 0.492461
4.3 1.93901 45.7296 18.9907 0.495395
4.4 1.9841 45.7266 19.388 0.498397
4.5 2.02919 45.7235 19.7825 0.501469
4.6 2.07428 45.7204 20.1744 0.504609
4.7 2.11937 45.7172 20.5634 0.507818
4.8 2.16445 45.7139 20.9497 0.511096
4.9 2.20954 45.7106 21.3331 0.514443
5 2.25463 45.7071 21.7137 0.517859
