#kinematics calculation of gsex
#vertex z = 0 mm, E_reaction = 69.027 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 64.5099 0 0.0770746
0.1 0.0482097 64.5099 1.39616 0.0771237
0.2 0.0964194 64.5097 2.79048 0.0772709
0.3 0.144629 64.5095 4.18114 0.0775163
0.4 0.192839 64.5091 5.56635 0.0778597
0.5 0.241049 64.5087 6.94433 0.0783014
0.6 0.289258 64.5082 8.3134 0.0788411
0.7 0.337468 64.5075 9.67191 0.079479
0.8 0.385678 64.5068 11.0183 0.080215
0.9 0.433887 64.506 12.3511 0.0810491
1 0.482097 64.505 13.6689 0.0819814
1.1 0.530306 64.504 14.9705 0.0830118
1.2 0.578516 64.5029 16.2546 0.0841403
1.3 0.626726 64.5016 17.5201 0.085367
1.4 0.674935 64.5003 18.7662 0.0866917
1.5 0.723145 64.4989 19.9918 0.0881145
1.6 0.771354 64.4974 21.1964 0.0896355
1.7 0.819563 64.4957 22.3792 0.0912546
1.8 0.867773 64.494 23.5396 0.0929717
1.9 0.915982 64.4922 24.6773 0.094787
2 0.964191 64.4903 25.7918 0.0967003
2.1 1.0124 64.4883 26.883 0.0987117
2.2 1.06061 64.4862 27.9506 0.100821
2.3 1.10882 64.484 28.9945 0.103029
2.4 1.15703 64.4817 30.0147 0.105334
2.5 1.20524 64.4793 31.0113 0.107738
2.6 1.25345 64.4768 31.9843 0.11024
2.7 1.30165 64.4742 32.9339 0.112839
2.8 1.34986 64.4715 33.8603 0.115537
2.9 1.39807 64.4687 34.7638 0.118333
3 1.44628 64.4658 35.6447 0.121227
3.1 1.49449 64.4628 36.5032 0.124219
3.2 1.5427 64.4597 37.3397 0.127308
3.3 1.59091 64.4565 38.1547 0.130496
3.4 1.63911 64.4532 38.9485 0.133782
3.5 1.68732 64.4498 39.7215 0.137166
3.6 1.73553 64.4464 40.4741 0.140647
3.7 1.78374 64.4428 41.2069 0.144227
3.8 1.83195 64.4391 41.9202 0.147904
3.9 1.88016 64.4353 42.6145 0.15168
4 1.92836 64.4314 43.2903 0.155553
4.1 1.97657 64.4275 43.948 0.159525
4.2 2.02478 64.4234 44.5881 0.163594
4.3 2.07299 64.4192 45.211 0.167761
4.4 2.12119 64.415 45.8173 0.172026
4.5 2.1694 64.4106 46.4073 0.176388
4.6 2.21761 64.4062 46.9814 0.180849
4.7 2.26582 64.4016 47.5402 0.185407
4.8 2.31402 64.3969 48.0841 0.190064
4.9 2.36223 64.3922 48.6134 0.194818
5 2.41044 64.3873 49.1287 0.19967
5.1 2.45864 64.3824 49.6302 0.204619
5.2 2.50685 64.3773 50.1184 0.209666
5.3 2.55506 64.3722 50.5937 0.214811
5.4 2.60326 64.3669 51.0564 0.220054
5.5 2.65147 64.3616 51.507 0.225395
5.6 2.69967 64.3562 51.9457 0.230833
5.7 2.74788 64.3506 52.3729 0.236369
5.8 2.79609 64.345 52.789 0.242002
5.9 2.84429 64.3393 53.1943 0.247733
6 2.8925 64.3334 53.5891 0.253562
6.1 2.9407 64.3275 53.9737 0.259488
6.2 2.98891 64.3215 54.3484 0.265512
6.3 3.03711 64.3154 54.7134 0.271634
6.4 3.08532 64.3091 55.0692 0.277853
6.5 3.13352 64.3028 55.4159 0.284169
6.6 3.18173 64.2964 55.7538 0.290583
6.7 3.22993 64.2899 56.0832 0.297095
6.8 3.27814 64.2833 56.4043 0.303704
6.9 3.32634 64.2766 56.7174 0.31041
7 3.37454 64.2698 57.0226 0.317214
7.1 3.42275 64.2629 57.3202 0.324116
7.2 3.47095 64.2559 57.6105 0.331114
7.3 3.51915 64.2488 57.8936 0.33821
7.4 3.56736 64.2416 58.1697 0.345404
7.5 3.61556 64.2343 58.4391 0.352694
7.6 3.66376 64.2269 58.7019 0.360082
7.7 3.71197 64.2194 58.9583 0.367568
7.8 3.76017 64.2118 59.2084 0.37515
7.9 3.80837 64.2042 59.4526 0.38283
8 3.85657 64.1964 59.6908 0.390607
8.1 3.90478 64.1885 59.9233 0.398481
8.2 3.95298 64.1805 60.1503 0.406452
8.3 4.00118 64.1725 60.3718 0.414521
8.4 4.04938 64.1643 60.5881 0.422686
8.5 4.09758 64.1561 60.7993 0.430949
8.6 4.14578 64.1477 61.0055 0.439309
8.7 4.19398 64.1392 61.2068 0.447766
8.8 4.24218 64.1307 61.4033 0.456319
8.9 4.29038 64.122 61.5953 0.46497
9 4.33858 64.1133 61.7828 0.473718
9.1 4.38678 64.1044 61.9659 0.482562
9.2 4.43498 64.0955 62.1448 0.491504
9.3 4.48318 64.0865 62.3195 0.500542
9.4 4.53138 64.0773 62.4902 0.509678
9.5 4.57958 64.0681 62.6569 0.51891
9.6 4.62778 64.0588 62.8198 0.528238
9.7 4.67598 64.0493 62.9789 0.537664
9.8 4.72418 64.0398 63.1344 0.547186
9.9 4.77237 64.0302 63.2863 0.556805
10 4.82057 64.0205 63.4347 0.566521
10.1 4.86877 64.0107 63.5798 0.576334
10.2 4.91697 64.0008 63.7215 0.586243
10.3 4.96516 63.9908 63.86 0.596248
10.4 5.01336 63.9806 63.9954 0.60635
10.5 5.06156 63.9705 64.1277 0.616549
10.6 5.10975 63.9602 64.2569 0.626844
10.7 5.15795 63.9498 64.3833 0.637236
10.8 5.20615 63.9393 64.5067 0.647724
10.9 5.25434 63.9287 64.6274 0.658308
11 5.30254 63.918 64.7453 0.668989
11.1 5.35073 63.9072 64.8606 0.679766
11.2 5.39893 63.8964 64.9732 0.69064
11.3 5.44712 63.8854 65.0833 0.70161
11.4 5.49531 63.8743 65.1909 0.712676
