#kinematics calculation of exex
#vertex z = 500 mm, E_reaction = 38.084 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 28.5114 0 0.692607
0.1 0.0421759 28.5114 0.270767 0.692628
0.2 0.0843518 28.5113 0.541514 0.692692
0.3 0.126528 28.5112 0.812222 0.692798
0.4 0.168704 28.5111 1.08287 0.692946
0.5 0.210879 28.5109 1.35344 0.693137
0.6 0.253055 28.5106 1.62391 0.69337
0.7 0.295231 28.5104 1.89427 0.693645
0.8 0.337406 28.51 2.16449 0.693963
0.9 0.379582 28.5097 2.43455 0.694323
1 0.421757 28.5093 2.70443 0.694726
1.1 0.463933 28.5088 2.97413 0.69517
1.2 0.506108 28.5083 3.2436 0.695658
1.3 0.548283 28.5078 3.51285 0.696187
1.4 0.590458 28.5072 3.78184 0.696759
1.5 0.632633 28.5066 4.05056 0.697373
1.6 0.674807 28.506 4.31898 0.69803
1.7 0.716981 28.5053 4.5871 0.698729
1.8 0.759156 28.5045 4.8549 0.699471
1.9 0.80133 28.5037 5.12234 0.700254
2 0.843503 28.5029 5.38942 0.70108
2.1 0.885677 28.5021 5.65612 0.701949
2.2 0.92785 28.5011 5.92242 0.702859
2.3 0.970023 28.5002 6.1883 0.703813
2.4 1.0122 28.4992 6.45374 0.704808
2.5 1.05437 28.4982 6.71872 0.705846
2.6 1.09654 28.4971 6.98324 0.706926
2.7 1.13871 28.496 7.24726 0.708048
2.8 1.18088 28.4948 7.51078 0.709213
2.9 1.22306 28.4936 7.77377 0.71042
3 1.26523 28.4923 8.03623 0.711669
3.1 1.3074 28.491 8.29812 0.712961
3.2 1.34957 28.4897 8.55945 0.714295
3.3 1.39174 28.4883 8.82018 0.715671
3.4 1.43391 28.4869 9.0803 0.71709
3.5 1.47608 28.4854 9.33981 0.718551
3.6 1.51824 28.4839 9.59867 0.720054
3.7 1.56041 28.4824 9.85688 0.7216
3.8 1.60258 28.4808 10.1144 0.723187
3.9 1.64475 28.4792 10.3713 0.724817
4 1.68691 28.4775 10.6275 0.72649
4.1 1.72908 28.4758 10.8829 0.728204
4.2 1.77125 28.474 11.1376 0.729961
4.3 1.81341 28.4722 11.3916 0.73176
4.4 1.85558 28.4704 11.6448 0.733601
4.5 1.89774 28.4685 11.8973 0.735485
4.6 1.93991 28.4666 12.149 0.737411
4.7 1.98207 28.4646 12.3998 0.739379
4.8 2.02423 28.4626 12.6499 0.741389
4.9 2.0664 28.4606 12.8992 0.743442
5 2.10856 28.4585 13.1476 0.745536
5.1 2.15072 28.4563 13.3951 0.747673
5.2 2.19288 28.4541 13.6419 0.749853
5.3 2.23504 28.4519 13.8877 0.752074
5.4 2.2772 28.4497 14.1327 0.754337
5.5 2.31936 28.4474 14.3767 0.756643
5.6 2.36152 28.445 14.6199 0.758991
5.7 2.40367 28.4426 14.8622 0.761381
5.8 2.44583 28.4402 15.1035 0.763813
5.9 2.48799 28.4377 15.3439 0.766288
6 2.53014 28.4352 15.5833 0.768804
6.1 2.5723 28.4326 15.8218 0.771363
6.2 2.61445 28.43 16.0594 0.773964
6.3 2.6566 28.4274 16.2959 0.776607
6.4 2.69876 28.4247 16.5315 0.779292
6.5 2.74091 28.422 16.7661 0.782019
6.6 2.78306 28.4192 16.9997 0.784788
6.7 2.82521 28.4164 17.2323 0.787599
6.8 2.86736 28.4135 17.4638 0.790453
6.9 2.90951 28.4107 17.6944 0.793348
7 2.95166 28.4077 17.9239 0.796286
7.1 2.9938 28.4047 18.1524 0.799265
7.2 3.03595 28.4017 18.3798 0.802287
7.3 3.0781 28.3986 18.6062 0.80535
7.4 3.12024 28.3955 18.8315 0.808456
7.5 3.16239 28.3924 19.0558 0.811604
7.6 3.20453 28.3892 19.279 0.814794
7.7 3.24667 28.386 19.5011 0.818025
7.8 3.28881 28.3827 19.7222 0.821299
7.9 3.33095 28.3794 19.9421 0.824615
8 3.37309 28.376 20.161 0.827972
8.1 3.41523 28.3726 20.3788 0.831372
8.2 3.45737 28.3692 20.5954 0.834813
8.3 3.49951 28.3657 20.811 0.838297
8.4 3.54164 28.3622 21.0255 0.841822
8.5 3.58378 28.3586 21.2388 0.84539
8.6 3.62591 28.355 21.4511 0.848999
8.7 3.66804 28.3513 21.6622 0.85265
8.8 3.71017 28.3477 21.8722 0.856343
8.9 3.75231 28.3439 22.081 0.860078
9 3.79443 28.3401 22.2888 0.863855
9.1 3.83656 28.3363 22.4954 0.867673
9.2 3.87869 28.3325 22.7009 0.871534
9.3 3.92082 28.3286 22.9052 0.875436
9.4 3.96294 28.3246 23.1084 0.87938
9.5 4.00507 28.3206 23.3105 0.883366
9.6 4.04719 28.3166 23.5114 0.887394
9.7 4.08931 28.3125 23.7112 0.891463
9.8 4.13143 28.3084 23.9098 0.895574
9.9 4.17355 28.3043 24.1073 0.899727
10 4.21567 28.3001 24.3037 0.903922
10.1 4.25779 28.2958 24.4989 0.908158
10.2 4.29991 28.2916 24.6929 0.912437
10.3 4.34202 28.2872 24.8858 0.916756
10.4 4.38414 28.2829 25.0776 0.921118
10.5 4.42625 28.2785 25.2682 0.925521
10.6 4.46836 28.274 25.4577 0.929966
10.7 4.51047 28.2695 25.646 0.934453
10.8 4.55258 28.265 25.8332 0.938981
10.9 4.59469 28.2604 26.0192 0.94355
11 4.6368 28.2558 26.2041 0.948162
11.1 4.6789 28.2512 26.3878 0.952815
11.2 4.721 28.2465 26.5704 0.957509
11.3 4.76311 28.2418 26.7518 0.962245
11.4 4.80521 28.237 26.9321 0.967023
11.5 4.84731 28.2322 27.1113 0.971842
11.6 4.88941 28.2273 27.2893 0.976703
11.7 4.93151 28.2224 27.4662 0.981605
11.8 4.9736 28.2175 27.642 0.986549
11.9 5.0157 28.2125 27.8166 0.991534
12 5.05779 28.2074 27.9901 0.996561
12.1 5.09988 28.2024 28.1625 1.00163
12.2 5.14197 28.1973 28.3337 1.00674
12.3 5.18406 28.1921 28.5038 1.01189
