#kinematics calculation of exex
#vertex z = 700 mm, E_reaction = 19.708 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 8.50922 0 2.31878
0.1 0.0238922 8.50922 0.0457754 2.31878
0.2 0.0477845 8.50921 0.0915504 2.31879
0.3 0.0716766 8.50918 0.137325 2.31882
0.4 0.0955687 8.50915 0.183098 2.31885
0.5 0.119461 8.50911 0.228869 2.31889
0.6 0.143352 8.50905 0.274639 2.31895
0.7 0.167244 8.50899 0.320406 2.31901
0.8 0.191135 8.50892 0.36617 2.31908
0.9 0.215027 8.50884 0.411932 2.31916
1 0.238918 8.50875 0.45769 2.31925
1.1 0.262808 8.50865 0.503444 2.31935
1.2 0.286699 8.50855 0.549193 2.31945
1.3 0.310589 8.50843 0.594938 2.31957
1.4 0.334478 8.5083 0.640678 2.3197
1.5 0.358367 8.50816 0.686413 2.31984
1.6 0.382256 8.50802 0.732142 2.31998
1.7 0.406145 8.50786 0.777864 2.32014
1.8 0.430032 8.5077 0.82358 2.3203
1.9 0.45392 8.50752 0.869289 2.32048
2 0.477806 8.50734 0.91499 2.32066
2.1 0.501693 8.50715 0.960684 2.32085
2.2 0.525578 8.50694 1.00637 2.32106
2.3 0.549463 8.50673 1.05205 2.32127
2.4 0.573347 8.50651 1.09771 2.32149
2.5 0.597231 8.50628 1.14337 2.32172
2.6 0.621114 8.50604 1.18902 2.32196
2.7 0.644996 8.50579 1.23466 2.32221
2.8 0.668877 8.50553 1.28029 2.32247
2.9 0.692758 8.50526 1.32591 2.32274
3 0.716637 8.50498 1.37151 2.32302
3.1 0.740516 8.50469 1.41711 2.32331
3.2 0.764394 8.5044 1.46269 2.3236
3.3 0.788271 8.50409 1.50826 2.32391
3.4 0.812147 8.50378 1.55382 2.32422
3.5 0.836022 8.50345 1.59936 2.32455
3.6 0.859896 8.50312 1.64489 2.32488
3.7 0.883769 8.50277 1.69041 2.32523
3.8 0.907641 8.50242 1.73591 2.32558
3.9 0.931512 8.50206 1.7814 2.32594
4 0.955381 8.50168 1.82687 2.32632
4.1 0.97925 8.5013 1.87233 2.3267
4.2 1.00312 8.50091 1.91777 2.32709
4.3 1.02698 8.50051 1.9632 2.32749
4.4 1.05085 8.5001 2.00861 2.3279
4.5 1.07471 8.49968 2.054 2.32832
4.6 1.09857 8.49925 2.09937 2.32875
4.7 1.12244 8.49882 2.14473 2.32918
4.8 1.14629 8.49837 2.19007 2.32963
4.9 1.17015 8.49791 2.23539 2.33009
5 1.19401 8.49745 2.28069 2.33055
5.1 1.21787 8.49697 2.32597 2.33103
5.2 1.24172 8.49649 2.37123 2.33151
5.3 1.26557 8.49599 2.41647 2.33201
5.4 1.28942 8.49549 2.46169 2.33251
5.5 1.31327 8.49497 2.5069 2.33303
5.6 1.33712 8.49445 2.55208 2.33355
5.7 1.36097 8.49392 2.59723 2.33408
5.8 1.38481 8.49338 2.64237 2.33462
5.9 1.40865 8.49283 2.68748 2.33517
6 1.43249 8.49227 2.73258 2.33573
6.1 1.45633 8.4917 2.77764 2.3363
6.2 1.48017 8.49112 2.82269 2.33688
6.3 1.50401 8.49053 2.86771 2.33747
6.4 1.52784 8.48993 2.91271 2.33807
6.5 1.55167 8.48933 2.95768 2.33867
6.6 1.5755 8.48871 3.00263 2.33929
6.7 1.59933 8.48809 3.04755 2.33991
6.8 1.62316 8.48745 3.09245 2.34055
6.9 1.64698 8.48681 3.13732 2.34119
7 1.6708 8.48615 3.18217 2.34185
7.1 1.69462 8.48549 3.22699 2.34251
7.2 1.71844 8.48482 3.27178 2.34318
7.3 1.74226 8.48414 3.31654 2.34386
7.4 1.76607 8.48344 3.36128 2.34456
7.5 1.78988 8.48274 3.40599 2.34526
7.6 1.81369 8.48203 3.45067 2.34597
7.7 1.8375 8.48132 3.49532 2.34668
7.8 1.86131 8.48059 3.53994 2.34741
7.9 1.88511 8.47985 3.58453 2.34815
8 1.90891 8.4791 3.62909 2.3489
8.1 1.93271 8.47835 3.67362 2.34965
8.2 1.95651 8.47758 3.71813 2.35042
8.3 1.9803 8.4768 3.7626 2.3512
8.4 2.00409 8.47602 3.80704 2.35198
8.5 2.02788 8.47523 3.85144 2.35277
8.6 2.05167 8.47442 3.89582 2.35358
8.7 2.07545 8.47361 3.94016 2.35439
8.8 2.09923 8.47279 3.98447 2.35521
8.9 2.12301 8.47196 4.02875 2.35604
9 2.14679 8.47112 4.07299 2.35688
9.1 2.17056 8.47027 4.1172 2.35773
9.2 2.19433 8.46941 4.16138 2.35859
9.3 2.2181 8.46854 4.20552 2.35946
9.4 2.24186 8.46766 4.24963 2.36034
9.5 2.26563 8.46678 4.2937 2.36122
9.6 2.28939 8.46588 4.33773 2.36212
9.7 2.31314 8.46497 4.38173 2.36303
9.8 2.3369 8.46406 4.4257 2.36394
9.9 2.36065 8.46313 4.46962 2.36487
10 2.3844 8.4622 4.51351 2.3658
10.1 2.40815 8.46126 4.55737 2.36674
10.2 2.43189 8.46031 4.60118 2.36769
10.3 2.45563 8.45934 4.64496 2.36866
10.4 2.47936 8.45837 4.6887 2.36963
10.5 2.5031 8.45739 4.7324 2.37061
10.6 2.52683 8.45641 4.77606 2.37159
10.7 2.55056 8.45541 4.81968 2.37259
10.8 2.57428 8.4544 4.86327 2.3736
10.9 2.598 8.45338 4.90681 2.37462
11 2.62172 8.45236 4.95031 2.37564
11.1 2.64544 8.45132 4.99378 2.37668
