#kinematics calculation of gsex
#vertex z = 600 mm, E_reaction = 29.719 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 25.0818 0 0.197192
0.1 0.0455487 25.0818 0.513867 0.197211
0.2 0.0910975 25.0817 1.02763 0.197268
0.3 0.136646 25.0816 1.54117 0.197363
0.4 0.182195 25.0815 2.05439 0.197495
0.5 0.227744 25.0813 2.56717 0.197666
0.6 0.273292 25.0811 3.07942 0.197874
0.7 0.318841 25.0809 3.59102 0.198121
0.8 0.364389 25.0806 4.10187 0.198405
0.9 0.409938 25.0803 4.61186 0.198727
1 0.455486 25.0799 5.12089 0.199087
1.1 0.501035 25.0795 5.62886 0.199485
1.2 0.546583 25.0791 6.13567 0.199921
1.3 0.592131 25.0786 6.6412 0.200395
1.4 0.637679 25.0781 7.14538 0.200906
1.5 0.683227 25.0775 7.64809 0.201456
1.6 0.728775 25.077 8.14925 0.202043
1.7 0.774323 25.0763 8.64875 0.202669
1.8 0.819871 25.0757 9.14651 0.203332
1.9 0.865418 25.075 9.64244 0.204033
2 0.910966 25.0742 10.1364 0.204772
2.1 0.956513 25.0735 10.6284 0.205549
2.2 1.00206 25.0726 11.1183 0.206363
2.3 1.04761 25.0718 11.6061 0.207216
2.4 1.09315 25.0709 12.0915 0.208107
2.5 1.1387 25.07 12.5746 0.209035
2.6 1.18425 25.069 13.0554 0.210001
2.7 1.22979 25.068 13.5336 0.211005
2.8 1.27534 25.067 14.0093 0.212047
2.9 1.32089 25.0659 14.4823 0.213127
3 1.36643 25.0648 14.9527 0.214244
3.1 1.41198 25.0636 15.4203 0.2154
3.2 1.45752 25.0624 15.8851 0.216593
3.3 1.50307 25.0612 16.3471 0.217824
3.4 1.54861 25.0599 16.8061 0.219093
3.5 1.59416 25.0586 17.2621 0.2204
3.6 1.6397 25.0573 17.715 0.221745
3.7 1.68525 25.0559 18.1649 0.223128
3.8 1.73079 25.0545 18.6117 0.224548
3.9 1.77634 25.053 19.0553 0.226006
4 1.82188 25.0515 19.4957 0.227502
4.1 1.86742 25.05 19.9328 0.229036
4.2 1.91297 25.0484 20.3666 0.230607
4.3 1.95851 25.0468 20.7971 0.232217
4.4 2.00405 25.0451 21.2243 0.233864
4.5 2.04959 25.0435 21.648 0.235549
4.6 2.09513 25.0417 22.0684 0.237272
4.7 2.14068 25.04 22.4853 0.239032
4.8 2.18622 25.0382 22.8987 0.240831
4.9 2.23176 25.0363 23.3087 0.242667
5 2.2773 25.0345 23.7152 0.244541
5.1 2.32284 25.0325 24.1181 0.246452
5.2 2.36838 25.0306 24.5175 0.248401
5.3 2.41392 25.0286 24.9134 0.250389
5.4 2.45946 25.0266 25.3056 0.252413
5.5 2.505 25.0245 25.6944 0.254476
5.6 2.55054 25.0224 26.0795 0.256576
5.7 2.59607 25.0203 26.4611 0.258714
5.8 2.64161 25.0181 26.8391 0.26089
5.9 2.68715 25.0159 27.2135 0.263104
6 2.73269 25.0136 27.5843 0.265355
6.1 2.77822 25.0114 27.9516 0.267644
6.2 2.82376 25.009 28.3152 0.26997
