#theta_cm, theta3_lab, Ek3_lab, theta4_deg, Ek4_lab
65.3 135.033 56.6975 172.529 416.463
65.4 139.076 90.6545 170.816 382.506
65.5 144.755 128.296 169.811 344.864
65.6 151.249 165.938 169.724 307.222
65.7 158.179 199.895 170.734 273.265
65.8 165.349 226.843 172.918 246.317
65.9 172.647 244.145 176.144 229.015
66 180 250.107 180 223.053
66.1 7.35319 244.145 3.85599 229.015
66.2 14.651 226.843 7.08222 246.317
66.3 21.8212 199.895 9.26602 273.265
66.4 28.7513 165.938 10.2759 307.222
66.5 35.2449 128.296 10.1886 344.864
66.6 40.9237 90.6545 9.18413 382.506
66.7 44.9673 56.6975 7.4708 416.463
66.8 45.2774 29.749 5.24968 443.411
66.9 35.3365 12.447 2.70379 460.713
67 1.74776e-12 6.48516 1.02167e-13 466.675
67.1 144.664 12.447 177.296 460.713
67.2 134.723 29.749 174.75 443.411
67.3 135.033 56.6975 172.529 416.463
67.4 139.076 90.6545 170.816 382.506
67.5 144.755 128.296 169.811 344.864
67.6 151.249 165.938 169.724 307.222
67.7 158.179 199.895 170.734 273.265
67.8 165.349 226.843 172.918 246.317
67.9 172.647 244.145 176.144 229.015
68 1.37867e-13 250.107 7.4341e-14 223.053
68.1 7.35319 244.145 3.85599 229.015
68.2 14.651 226.843 7.08222 246.317
68.3 21.8212 199.895 9.26602 273.265
68.4 28.7513 165.938 10.2759 307.222
68.5 35.2449 128.296 10.1886 344.864
68.6 40.9237 90.6545 9.18413 382.506
68.7 44.9673 56.6975 7.4708 416.463
68.8 45.2774 29.749 5.24968 443.411
68.9 35.3365 12.447 2.70379 460.713
69 7.27972e-13 6.48516 4.25542e-14 466.675
69.1 144.664 12.447 177.296 460.713
69.2 134.723 29.749 174.75 443.411
69.3 135.033 56.6975 172.529 416.463
69.4 139.076 90.6545 170.816 382.506
69.5 144.755 128.296 169.811 344.864
69.6 151.249 165.938 169.724 307.222
69.7 158.179 199.895 170.734 273.265
69.8 165.349 226.843 172.918 246.317
69.9 172.647 244.145 176.144 229.015
70 180 250.107 180 223.053
70.1 7.35319 244.145 3.85599 229.015
70.2 14.651 226.843 7.08222 246.317
70.3 21.8212 199.895 9.26602 273.265
70.4 28.7513 165.938 10.2759 307.222
70.5 35.2449 128.296 10.1886 344.864
70.6 40.9237 90.6545 9.18413 382.506
70.7 44.9673 56.6975 7.4708 416.463
70.8 45.2774 29.749 5.24968 443.411
70.9 35.3365 12.447 2.70379 460.713
71 180 6.48516 180 466.675
71.1 144.664 12.447 177.296 460.713
71.2 134.723 29.749 174.75 443.411
71.3 135.033 56.6975 172.529 416.463
71.4 139.076 90.6545 170.816 382.506
71.5 144.755 128.296 169.811 344.864
71.6 151.249 165.938 169.724 307.222
71.7 158.179 199.895 170.734 273.265
71.8 165.349 226.843 172.918 246.317
71.9 172.647 244.145 176.144 229.015
72 180 250.107 180 223.053
72.1 7.35319 244.145 3.85599 229.015
72.2 14.651 226.843 7.08222 246.317
72.3 21.8212 199.895 9.26602 273.265
72.4 28.7513 165.938 10.2759 307.222
72.5 35.2449 128.296 10.1886 344.864
72.6 40.9237 90.6545 9.18413 382.506
72.7 44.9673 56.6975 7.4708 416.463
72.8 45.2774 29.749 5.24968 443.411
72.9 35.3365 12.447 2.70379 460.713
73 2.91318e-12 6.48516 1.70292e-13 466.675
73.1 144.664 12.447 177.296 460.713
73.2 134.723 29.749 174.75 443.411
73.3 135.033 56.6975 172.529 416.463
73.4 139.076 90.6545 170.816 382.506
73.5 144.755 128.296 169.811 344.864
73.6 151.249 165.938 169.724 307.222
73.7 158.179 199.895 170.734 273.265
73.8 165.349 226.843 172.918 246.317
73.9 172.647 244.145 176.144 229.015
74 180 250.107 180 223.053
74.1 7.35319 244.145 3.85599 229.015
74.2 14.651 226.843 7.08222 246.317
74.3 21.8212 199.895 9.26602 273.265
74.4 28.7513 165.938 10.2759 307.222
74.5 35.2449 128.296 10.1886 344.864
74.6 40.9237 90.6545 9.18413 382.506
74.7 44.9673 56.6975 7.4708 416.463
74.8 45.2774 29.749 5.24968 443.411
74.9 35.3365 12.447 2.70379 460.713
75 1.89339e-12 6.48516 1.1068e-13 466.675
75.1 144.664 12.447 177.296 460.713
75.2 134.723 29.749 174.75 443.411
75.3 135.033 56.6975 172.529 416.463
75.4 139.076 90.6545 170.816 382.506
75.5 144.755 128.296 169.811 344.864
75.6 151.249 165.938 169.724 307.222
75.7 158.179 199.895 170.734 273.265
75.8 165.349 226.843 172.918 246.317
75.9 172.647 244.145 176.144 229.015
76 180 250.107 180 223.053
76.1 7.35319 244.145 3.85599 229.015
76.2 14.651 226.843 7.08222 246.317
76.3 21.8212 199.895 9.26602 273.265
76.4 28.7513 165.938 10.2759 307.222
76.5 35.2449 128.296 10.1886 344.864
76.6 40.9237 90.6545 9.18413 382.506
76.7 44.9673 56.6975 7.4708 416.463
76.8 45.2774 29.749 5.24968 443.411
76.9 35.3365 12.447 2.70379 460.713
77 8.73603e-13 6.48516 5.10672e-14 466.675
77.1 144.664 12.447 177.296 460.713
77.2 134.723 29.749 174.75 443.411
77.3 135.033 56.6975 172.529 416.463
77.4 139.076 90.6545 170.816 382.506
77.5 144.755 128.296 169.811 344.864
77.6 151.249 165.938 169.724 307.222
77.7 158.179 199.895 170.734 273.265
77.8 165.349 226.843 172.918 246.317
77.9 172.647 244.145 176.144 229.015
78 180 250.107 180 223.053
78.1 7.35319 244.145 3.85599 229.015
78.2 14.651 226.843 7.08222 246.317
78.3 21.8212 199.895 9.26602 273.265
78.4 28.7513 165.938 10.2759 307.222
78.5 35.2449 128.296 10.1886 344.864
78.6 40.9237 90.6545 9.18413 382.506
78.7 44.9673 56.6975 7.4708 416.463
78.8 45.2774 29.749 5.24968 443.411
78.9 35.3365 12.447 2.70379 460.713
79 180 6.48516 180 466.675
79.1 144.664 12.447 177.296 460.713
79.2 134.723 29.749 174.75 443.411
79.3 135.033 56.6975 172.529 416.463
79.4 139.076 90.6545 170.816 382.506
79.5 144.755 128.296 169.811 344.864
79.6 151.249 165.938 169.724 307.222
79.7 158.179 199.895 170.734 273.265
79.8 165.349 226.843 172.918 246.317
79.9 172.647 244.145 176.144 229.015
80 180 250.107 180 223.053
80.1 7.35319 244.145 3.85599 229.015
80.2 14.651 226.843 7.08222 246.317
80.3 21.8212 199.895 9.26602 273.265
80.4 28.7513 165.938 10.2759 307.222
80.5 35.2449 128.296 10.1886 344.864
80.6 40.9237 90.6545 9.18413 382.506
80.7 44.9673 56.6975 7.4708 416.463
80.8 45.2774 29.749 5.24968 443.411
80.9 35.3365 12.447 2.70379 460.713
81 3.05881e-12 6.48516 1.78805e-13 466.675
81.1 144.664 12.447 177.296 460.713
81.2 134.723 29.749 174.75 443.411
81.3 135.033 56.6975 172.529 416.463
81.4 139.076 90.6545 170.816 382.506
81.5 144.755 128.296 169.811 344.864
81.6 151.249 165.938 169.724 307.222
81.7 158.179 199.895 170.734 273.265
81.8 165.349 226.843 172.918 246.317
81.9 172.647 244.145 176.144 229.015
82 180 250.107 180 223.053
82.1 7.35319 244.145 3.85599 229.015
82.2 14.651 226.843 7.08222 246.317
82.3 21.8212 199.895 9.26602 273.265
82.4 28.7513 165.938 10.2759 307.222
82.5 35.2449 128.296 10.1886 344.864
82.6 40.9237 90.6545 9.18413 382.506
82.7 44.9673 56.6975 7.4708 416.463
82.8 45.2774 29.749 5.24968 443.411
82.9 35.3365 12.447 2.70379 460.713
83 180 6.48516 180 466.675
83.1 144.664 12.447 177.296 460.713
83.2 134.723 29.749 174.75 443.411
83.3 135.033 56.6975 172.529 416.463
83.4 139.076 90.6545 170.816 382.506
83.5 144.755 128.296 169.811 344.864
83.6 151.249 165.938 169.724 307.222
83.7 158.179 199.895 170.734 273.265
83.8 165.349 226.843 172.918 246.317
83.9 172.647 244.145 176.144 229.015
84 9.19497e-14 250.107 4.95815e-14 223.053
84.1 7.35319 244.145 3.85599 229.015
84.2 14.651 226.843 7.08222 246.317
84.3 21.8212 199.895 9.26602 273.265
84.4 28.7513 165.938 10.2759 307.222
84.5 35.2449 128.296 10.1886 344.864
84.6 40.9237 90.6545 9.18413 382.506
84.7 44.9673 56.6975 7.4708 416.463
84.8 45.2774 29.749 5.24968 443.411
84.9 35.3365 12.447 2.70379 460.713
85 1.01923e-12 6.48516 5.95802e-14 466.675
85.1 144.664 12.447 177.296 460.713
85.2 134.723 29.749 174.75 443.411
85.3 135.033 56.6975 172.529 416.463
85.4 139.076 90.6545 170.816 382.506
85.5 144.755 128.296 169.811 344.864
85.6 151.249 165.938 169.724 307.222
85.7 158.179 199.895 170.734 273.265
85.8 165.349 226.843 172.918 246.317
85.9 172.647 244.145 176.144 229.015
86 180 250.107 180 223.053
86.1 7.35319 244.145 3.85599 229.015
86.2 14.651 226.843 7.08222 246.317
86.3 21.8212 199.895 9.26602 273.265
86.4 28.7513 165.938 10.2759 307.222
86.5 35.2449 128.296 10.1886 344.864
86.6 40.9237 90.6545 9.18413 382.506
86.7 44.9673 56.6975 7.4708 416.463
86.8 45.2774 29.749 5.24968 443.411
86.9 35.3365 12.447 2.70379 460.713
87 4.22423e-12 6.48516 2.46931e-13 466.675
87.1 144.664 12.447 177.296 460.713
87.2 134.723 29.749 174.75 443.411
87.3 135.033 56.6975 172.529 416.463
87.4 139.076 90.6545 170.816 382.506
87.5 144.755 128.296 169.811 344.864
87.6 151.249 165.938 169.724 307.222
87.7 158.179 199.895 170.734 273.265
87.8 165.349 226.843 172.918 246.317
87.9 172.647 244.145 176.144 229.015
88 180 250.107 180 223.053
88.1 7.35319 244.145 3.85599 229.015
88.2 14.651 226.843 7.08222 246.317
88.3 21.8212 199.895 9.26602 273.265
88.4 28.7513 165.938 10.2759 307.222
88.5 35.2449 128.296 10.1886 344.864
88.6 40.9237 90.6545 9.18413 382.506
88.7 44.9673 56.6975 7.4708 416.463
88.8 45.2774 29.749 5.24968 443.411
88.9 35.3365 12.447 2.70379 460.713
89 180 6.48516 180 466.675
89.1 144.664 12.447 177.296 460.713
89.2 134.723 29.749 174.75 443.411
89.3 135.033 56.6975 172.529 416.463
89.4 139.076 90.6545 170.816 382.506
89.5 144.755 128.296 169.811 344.864
89.6 151.249 165.938 169.724 307.222
89.7 158.179 199.895 170.734 273.265
89.8 165.349 226.843 172.918 246.317
89.9 172.647 244.145 176.144 229.015
90 180 250.107 180 223.053
90.1 7.35319 244.145 3.85599 229.015
90.2 14.651 226.843 7.08222 246.317
90.3 21.8212 199.895 9.26602 273.265
90.4 28.7513 165.938 10.2759 307.222
90.5 35.2449 128.296 10.1886 344.864
90.6 40.9237 90.6545 9.18413 382.506
90.7 44.9673 56.6975 7.4708 416.463
90.8 45.2774 29.749 5.24968 443.411
90.9 35.3365 12.447 2.70379 460.713
91 2.18465e-12 6.48516 1.27706e-13 466.675
91.1 144.664 12.447 177.296 460.713
91.2 134.723 29.749 174.75 443.411
91.3 135.033 56.6975 172.529 416.463
91.4 139.076 90.6545 170.816 382.506
91.5 144.755 128.296 169.811 344.864
91.6 151.249 165.938 169.724 307.222
91.7 158.179 199.895 170.734 273.265
91.8 165.349 226.843 172.918 246.317
91.9 172.647 244.145 176.144 229.015
92 180 250.107 180 223.053
92.1 7.35319 244.145 3.85599 229.015
92.2 14.651 226.843 7.08222 246.317
92.3 21.8212 199.895 9.26602 273.265
92.4 28.7513 165.938 10.2759 307.222
92.5 35.2449 128.296 10.1886 344.864
92.6 40.9237 90.6545 9.18413 382.506
92.7 44.9673 56.6975 7.4708 416.463
92.8 45.2774 29.749 5.24968 443.411
92.9 35.3365 12.447 2.70379 460.713
93 5.38964e-12 6.48516 3.15056e-13 466.675
93.1 144.664 12.447 177.296 460.713
93.2 134.723 29.749 174.75 443.411
93.3 135.033 56.6975 172.529 416.463
93.4 139.076 90.6545 170.816 382.506
93.5 144.755 128.296 169.811 344.864
93.6 151.249 165.938 169.724 307.222
93.7 158.179 199.895 170.734 273.265
93.8 165.349 226.843 172.918 246.317
93.9 172.647 244.145 176.144 229.015
94 2.29758e-13 250.107 1.23891e-13 223.053
94.1 7.35319 244.145 3.85599 229.015
94.2 14.651 226.843 7.08222 246.317
94.3 21.8212 199.895 9.26602 273.265
94.4 28.7513 165.938 10.2759 307.222
94.5 35.2449 128.296 10.1886 344.864
94.6 40.9237 90.6545 9.18413 382.506
94.7 44.9673 56.6975 7.4708 416.463
94.8 45.2774 29.749 5.24968 443.411
94.9 35.3365 12.447 2.70379 460.713
95 1.45079e-13 6.48516 8.48072e-15 466.675
95.1 144.664 12.447 177.296 460.713
95.2 134.723 29.749 174.75 443.411
95.3 135.033 56.6975 172.529 416.463
95.4 139.076 90.6545 170.816 382.506
95.5 144.755 128.296 169.811 344.864
95.6 151.249 165.938 169.724 307.222
95.7 158.179 199.895 170.734 273.265
95.8 165.349 226.843 172.918 246.317
95.9 172.647 244.145 176.144 229.015
96 180 250.107 180 223.053
96.1 7.35319 244.145 3.85599 229.015
96.2 14.651 226.843 7.08222 246.317
96.3 21.8212 199.895 9.26602 273.265
96.4 28.7513 165.938 10.2759 307.222
96.5 35.2449 128.296 10.1886 344.864
96.6 40.9237 90.6545 9.18413 382.506
96.7 44.9673 56.6975 7.4708 416.463
96.8 45.2774 29.749 5.24968 443.411
96.9 35.3365 12.447 2.70379 460.713
97 3.35007e-12 6.48516 1.95831e-13 466.675
97.1 144.664 12.447 177.296 460.713
97.2 134.723 29.749 174.75 443.411
97.3 135.033 56.6975 172.529 416.463
97.4 139.076 90.6545 170.816 382.506
97.5 144.755 128.296 169.811 344.864
97.6 151.249 165.938 169.724 307.222
97.7 158.179 199.895 170.734 273.265
97.8 165.349 226.843 172.918 246.317
97.9 172.647 244.145 176.144 229.015
98 180 250.107 180 223.053
98.1 7.35319 244.145 3.85599 229.015
98.2 14.651 226.843 7.08222 246.317
98.3 21.8212 199.895 9.26602 273.265
98.4 28.7513 165.938 10.2759 307.222
98.5 35.2449 128.296 10.1886 344.864
98.6 40.9237 90.6545 9.18413 382.506
98.7 44.9673 56.6975 7.4708 416.463
98.8 45.2774 29.749 5.24968 443.411
98.9 35.3365 12.447 2.70379 460.713
99 180 6.48516 180 466.675
99.1 144.664 12.447 177.296 460.713
99.2 134.723 29.749 174.75 443.411
99.3 135.033 56.6975 172.529 416.463
99.4 139.076 90.6545 170.816 382.506
99.5 144.755 128.296 169.811 344.864
99.6 151.249 165.938 169.724 307.222
99.7 158.179 199.895 170.734 273.265
99.8 165.349 226.843 172.918 246.317
99.9 172.647 244.145 176.144 229.015
100 4.60329e-14 250.107 2.4822e-14 223.053
100.1 7.35319 244.145 3.85599 229.015
100.2 14.651 226.843 7.08222 246.317
100.3 21.8212 199.895 9.26602 273.265
100.4 28.7513 165.938 10.2759 307.222
100.5 35.2449 128.296 10.1886 344.864
100.6 40.9237 90.6545 9.18413 382.506
100.7 44.9673 56.6975 7.4708 416.463
100.8 45.2774 29.749 5.24968 443.411
100.9 35.3365 12.447 2.70379 460.713
101 1.3105e-12 6.48516 7.66062e-14 466.675
101.1 144.664 12.447 177.296 460.713
101.2 134.723 29.749 174.75 443.411
101.3 135.033 56.6975 172.529 416.463
101.4 139.076 90.6545 170.816 382.506
101.5 144.755 128.296 169.811 344.864
101.6 151.249 165.938 169.724 307.222
101.7 158.179 199.895 170.734 273.265
101.8 165.349 226.843 172.918 246.317
101.9 172.647 244.145 176.144 229.015
102 180 250.107 180 223.053
102.1 7.35319 244.145 3.85599 229.015
102.2 14.651 226.843 7.08222 246.317
102.3 21.8212 199.895 9.26602 273.265
102.4 28.7513 165.938 10.2759 307.222
102.5 35.2449 128.296 10.1886 344.864
102.6 40.9237 90.6545 9.18413 382.506
102.7 44.9673 56.6975 7.4708 416.463
102.8 45.2774 29.749 5.24968 443.411
102.9 35.3365 12.447 2.70379 460.713
103 4.51549e-12 6.48516 2.63956e-13 466.675
103.1 144.664 12.447 177.296 460.713
103.2 134.723 29.749 174.75 443.411
103.3 135.033 56.6975 172.529 416.463
103.4 139.076 90.6545 170.816 382.506
103.5 144.755 128.296 169.811 344.864
103.6 151.249 165.938 169.724 307.222
103.7 158.179 199.895 170.734 273.265
103.8 165.349 226.843 172.918 246.317
103.9 172.647 244.145 176.144 229.015
104 3.67567e-13 250.107 1.98201e-13 223.053
104.1 7.35319 244.145 3.85599 229.015
104.2 14.651 226.843 7.08222 246.317
104.3 21.8212 199.895 9.26602 273.265
104.4 28.7513 165.938 10.2759 307.222
104.5 35.2449 128.296 10.1886 344.864
104.6 40.9237 90.6545 9.18413 382.506
104.7 44.9673 56.6975 7.4708 416.463
104.8 45.2774 29.749 5.24968 443.411
104.9 35.3365 12.447 2.70379 460.713
105 180 6.48516 180 466.675
105.1 144.664 12.447 177.296 460.713
105.2 134.723 29.749 174.75 443.411
105.3 135.033 56.6975 172.529 416.463
105.4 139.076 90.6545 170.816 382.506
105.5 144.755 128.296 169.811 344.864
105.6 151.249 165.938 169.724 307.222
105.7 158.179 199.895 170.734 273.265
105.8 165.349 226.843 172.918 246.317
105.9 172.647 244.145 176.144 229.015
106 180 250.107 180 223.053
106.1 7.35319 244.145 3.85599 229.015
106.2 14.651 226.843 7.08222 246.317
106.3 21.8212 199.895 9.26602 273.265
106.4 28.7513 165.938 10.2759 307.222
106.5 35.2449 128.296 10.1886 344.864
106.6 40.9237 90.6545 9.18413 382.506
106.7 44.9673 56.6975 7.4708 416.463
106.8 45.2774 29.749 5.24968 443.411
106.9 35.3365 12.447 2.70379 460.713
107 2.47591e-12 6.48516 1.44732e-13 466.675
107.1 144.664 12.447 177.296 460.713
107.2 134.723 29.749 174.75 443.411
107.3 135.033 56.6975 172.529 416.463
107.4 139.076 90.6545 170.816 382.506
107.5 144.755 128.296 169.811 344.864
107.6 151.249 165.938 169.724 307.222
107.7 158.179 199.895 170.734 273.265
107.8 165.349 226.843 172.918 246.317
107.9 172.647 244.145 176.144 229.015
108 180 250.107 180 223.053
108.1 7.35319 244.145 3.85599 229.015
108.2 14.651 226.843 7.08222 246.317
108.3 21.8212 199.895 9.26602 273.265
108.4 28.7513 165.938 10.2759 307.222
108.5 35.2449 128.296 10.1886 344.864
108.6 40.9237 90.6545 9.18413 382.506
108.7 44.9673 56.6975 7.4708 416.463
108.8 45.2774 29.749 5.24968 443.411
108.9 35.3365 12.447 2.70379 460.713
109 5.68091e-12 6.48516 3.32082e-13 466.675
109.1 144.664 12.447 177.296 460.713
109.2 134.723 29.749 174.75 443.411
109.3 135.033 56.6975 172.529 416.463
109.4 139.076 90.6545 170.816 382.506
109.5 144.755 128.296 169.811 344.864
109.6 151.249 165.938 169.724 307.222
109.7 158.179 199.895 170.734 273.265
109.8 165.349 226.843 172.918 246.317
109.9 172.647 244.145 176.144 229.015
110 1.83841e-13 250.107 9.91317e-14 223.053
110.1 7.35319 244.145 3.85599 229.015
110.2 14.651 226.843 7.08222 246.317
110.3 21.8212 199.895 9.26602 273.265
110.4 28.7513 165.938 10.2759 307.222
110.5 35.2449 128.296 10.1886 344.864
110.6 40.9237 90.6545 9.18413 382.506
110.7 44.9673 56.6975 7.4708 416.463
110.8 45.2774 29.749 5.24968 443.411
110.9 35.3365 12.447 2.70379 460.713
111 4.36342e-13 6.48516 2.55067e-14 466.675
111.1 144.664 12.447 177.296 460.713
111.2 134.723 29.749 174.75 443.411
111.3 135.033 56.6975 172.529 416.463
111.4 139.076 90.6545 170.816 382.506
111.5 144.755 128.296 169.811 344.864
111.6 151.249 165.938 169.724 307.222
111.7 158.179 199.895 170.734 273.265
111.8 165.349 226.843 172.918 246.317
111.9 172.647 244.145 176.144 229.015
112 180 250.107 180 223.053
112.1 7.35319 244.145 3.85599 229.015
112.2 14.651 226.843 7.08222 246.317
112.3 21.8212 199.895 9.26602 273.265
112.4 28.7513 165.938 10.2759 307.222
112.5 35.2449 128.296 10.1886 344.864
112.6 40.9237 90.6545 9.18413 382.506
112.7 44.9673 56.6975 7.4708 416.463
112.8 45.2774 29.749 5.24968 443.411
112.9 35.3365 12.447 2.70379 460.713
113 3.64133e-12 6.48516 2.12857e-13 466.675
113.1 144.664 12.447 177.296 460.713
113.2 134.723 29.749 174.75 443.411
113.3 135.033 56.6975 172.529 416.463
113.4 139.076 90.6545 170.816 382.506
113.5 144.755 128.296 169.811 344.864
113.6 151.249 165.938 169.724 307.222
113.7 158.179 199.895 170.734 273.265
113.8 165.349 226.843 172.918 246.317
113.9 172.647 244.145 176.144 229.015
114 180 250.107 180 223.053
114.1 7.35319 244.145 3.85599 229.015
114.2 14.651 226.843 7.08222 246.317
114.3 21.8212 199.895 9.26602 273.265
114.4 28.7513 165.938 10.2759 307.222
114.5 35.2449 128.296 10.1886 344.864
114.6 40.9237 90.6545 9.18413 382.506
114.7 44.9673 56.6975 7.4708 416.463
114.8 45.2774 29.749 5.24968 443.411
114.9 35.3365 12.447 2.70379 460.713
115 180 6.48516 180 466.675
115.1 144.664 12.447 177.296 460.713
115.2 134.723 29.749 174.75 443.411
115.3 135.033 56.6975 172.529 416.463
115.4 139.076 90.6545 170.816 382.506
115.5 144.755 128.296 169.811 344.864
115.6 151.249 165.938 169.724 307.222
115.7 158.179 199.895 170.734 273.265
115.8 165.349 226.843 172.918 246.317
115.9 172.647 244.145 176.144 229.015
116 1.1604e-16 250.107 6.25716e-17 223.053
116.1 7.35319 244.145 3.85599 229.015
116.2 14.651 226.843 7.08222 246.317
116.3 21.8212 199.895 9.26602 273.265
116.4 28.7513 165.938 10.2759 307.222
116.5 35.2449 128.296 10.1886 344.864
116.6 40.9237 90.6545 9.18413 382.506
116.7 44.9673 56.6975 7.4708 416.463
116.8 45.2774 29.749 5.24968 443.411
116.9 35.3365 12.447 2.70379 460.713
117 1.60176e-12 6.48516 9.36321e-14 466.675
117.1 144.664 12.447 177.296 460.713
117.2 134.723 29.749 174.75 443.411
117.3 135.033 56.6975 172.529 416.463
117.4 139.076 90.6545 170.816 382.506
117.5 144.755 128.296 169.811 344.864
117.6 151.249 165.938 169.724 307.222
117.7 158.179 199.895 170.734 273.265
117.8 165.349 226.843 172.918 246.317
117.9 172.647 244.145 176.144 229.015
118 180 250.107 180 223.053
118.1 7.35319 244.145 3.85599 229.015
118.2 14.651 226.843 7.08222 246.317
118.3 21.8212 199.895 9.26602 273.265
118.4 28.7513 165.938 10.2759 307.222
118.5 35.2449 128.296 10.1886 344.864
118.6 40.9237 90.6545 9.18413 382.506
118.7 44.9673 56.6975 7.4708 416.463
118.8 45.2774 29.749 5.24968 443.411
118.9 35.3365 12.447 2.70379 460.713
119 4.80675e-12 6.48516 2.80982e-13 466.675
119.1 144.664 12.447 177.296 460.713
119.2 134.723 29.749 174.75 443.411
119.3 135.033 56.6975 172.529 416.463
119.4 139.076 90.6545 170.816 382.506
119.5 144.755 128.296 169.811 344.864
119.6 151.249 165.938 169.724 307.222
119.7 158.179 199.895 170.734 273.265
119.8 165.349 226.843 172.918 246.317
119.9 172.647 244.145 176.144 229.015
120 180 250.107 180 223.053
120.1 7.35319 244.145 3.85599 229.015
120.2 14.651 226.843 7.08222 246.317
120.3 21.8212 199.895 9.26602 273.265
120.4 28.7513 165.938 10.2759 307.222
120.5 35.2449 128.296 10.1886 344.864
120.6 40.9237 90.6545 9.18413 382.506
120.7 44.9673 56.6975 7.4708 416.463
120.8 45.2774 29.749 5.24968 443.411
120.9 35.3365 12.447 2.70379 460.713
121 180 6.48516 180 466.675
121.1 144.664 12.447 177.296 460.713
121.2 134.723 29.749 174.75 443.411
121.3 135.033 56.6975 172.529 416.463
121.4 139.076 90.6545 170.816 382.506
121.5 144.755 128.296 169.811 344.864
121.6 151.249 165.938 169.724 307.222
121.7 158.179 199.895 170.734 273.265
121.8 165.349 226.843 172.918 246.317
121.9 172.647 244.145 176.144 229.015
122 180 250.107 180 223.053
122.1 7.35319 244.145 3.85599 229.015
122.2 14.651 226.843 7.08222 246.317
122.3 21.8212 199.895 9.26602 273.265
122.4 28.7513 165.938 10.2759 307.222
122.5 35.2449 128.296 10.1886 344.864
122.6 40.9237 90.6545 9.18413 382.506
122.7 44.9673 56.6975 7.4708 416.463
122.8 45.2774 29.749 5.24968 443.411
122.9 35.3365 12.447 2.70379 460.713
123 2.76718e-12 6.48516 1.61758e-13 466.675
123.1 144.664 12.447 177.296 460.713
123.2 134.723 29.749 174.75 443.411
123.3 135.033 56.6975 172.529 416.463
123.4 139.076 90.6545 170.816 382.506
123.5 144.755 128.296 169.811 344.864
123.6 151.249 165.938 169.724 307.222
123.7 158.179 199.895 170.734 273.265
123.8 165.349 226.843 172.918 246.317
123.9 172.647 244.145 176.144 229.015
124 180 250.107 180 223.053
124.1 7.35319 244.145 3.85599 229.015
124.2 14.651 226.843 7.08222 246.317
124.3 21.8212 199.895 9.26602 273.265
124.4 28.7513 165.938 10.2759 307.222
124.5 35.2449 128.296 10.1886 344.864
124.6 40.9237 90.6545 9.18413 382.506
124.7 44.9673 56.6975 7.4708 416.463
124.8 45.2774 29.749 5.24968 443.411
124.9 35.3365 12.447 2.70379 460.713
125 5.97217e-12 6.48516 3.49108e-13 466.675
125.1 144.664 12.447 177.296 460.713
125.2 134.723 29.749 174.75 443.411
125.3 135.033 56.6975 172.529 416.463
125.4 139.076 90.6545 170.816 382.506
125.5 144.755 128.296 169.811 344.864
125.6 151.249 165.938 169.724 307.222
125.7 158.179 199.895 170.734 273.265
125.8 165.349 226.843 172.918 246.317
125.9 172.647 244.145 176.144 229.015
126 1.37925e-13 250.107 7.43723e-14 223.053
126.1 7.35319 244.145 3.85599 229.015
126.2 14.651 226.843 7.08222 246.317
126.3 21.8212 199.895 9.26602 273.265
126.4 28.7513 165.938 10.2759 307.222
126.5 35.2449 128.296 10.1886 344.864
126.6 40.9237 90.6545 9.18413 382.506
126.7 44.9673 56.6975 7.4708 416.463
126.8 45.2774 29.749 5.24968 443.411
126.9 35.3365 12.447 2.70379 460.713
127 7.27604e-13 6.48516 4.25327e-14 466.675
127.1 144.664 12.447 177.296 460.713
127.2 134.723 29.749 174.75 443.411
127.3 135.033 56.6975 172.529 416.463
127.4 139.076 90.6545 170.816 382.506
127.5 144.755 128.296 169.811 344.864
127.6 151.249 165.938 169.724 307.222
127.7 158.179 199.895 170.734 273.265
127.8 165.349 226.843 172.918 246.317
127.9 172.647 244.145 176.144 229.015
128 180 250.107 180 223.053
128.1 7.35319 244.145 3.85599 229.015
128.2 14.651 226.843 7.08222 246.317
128.3 21.8212 199.895 9.26602 273.265
128.4 28.7513 165.938 10.2759 307.222
128.5 35.2449 128.296 10.1886 344.864
128.6 40.9237 90.6545 9.18413 382.506
128.7 44.9673 56.6975 7.4708 416.463
128.8 45.2774 29.749 5.24968 443.411
128.9 35.3365 12.447 2.70379 460.713
129 3.9326e-12 6.48516 2.29883e-13 466.675
129.1 144.664 12.447 177.296 460.713
129.2 134.723 29.749 174.75 443.411
129.3 135.033 56.6975 172.529 416.463
129.4 139.076 90.6545 170.816 382.506
129.5 144.755 128.296 169.811 344.864
129.6 151.249 165.938 169.724 307.222
129.7 158.179 199.895 170.734 273.265
129.8 165.349 226.843 172.918 246.317
129.9 172.647 244.145 176.144 229.015
130 180 250.107 180 223.053
130.1 7.35319 244.145 3.85599 229.015
130.2 14.651 226.843 7.08222 246.317
130.3 21.8212 199.895 9.26602 273.265
130.4 28.7513 165.938 10.2759 307.222
130.5 35.2449 128.296 10.1886 344.864
130.6 40.9237 90.6545 9.18413 382.506
130.7 44.9673 56.6975 7.4708 416.463
130.8 45.2774 29.749 5.24968 443.411
130.9 35.3365 12.447 2.70379 460.713
131 180 6.48516 180 466.675
131.1 144.664 12.447 177.296 460.713
131.2 134.723 29.749 174.75 443.411
131.3 135.033 56.6975 172.529 416.463
131.4 139.076 90.6545 170.816 382.506
