#theta_cm, theta3_lab, Ek3_lab, theta4_deg, Ek4_lab
131 180 7.1856 180 463.774
131.1 146.376 13.0249 177.344 457.935
131.2 136.107 29.971 174.845 440.989
131.3 136.034 56.3653 172.668 414.595
131.4 139.81 89.6241 170.993 381.336
131.5 145.298 126.492 170.018 344.468
131.6 151.645 163.359 169.945 307.601
131.7 158.458 196.618 170.945 274.342
131.8 165.527 223.012 173.088 247.948
131.9 172.733 239.959 176.24 231.002
132 180 245.798 180 225.162
132.1 7.26667 239.959 3.75974 231.002
132.2 14.4733 223.012 6.91197 247.948
132.3 21.5425 196.618 9.05476 274.342
132.4 28.3546 163.359 10.055 307.601
132.5 34.7023 126.492 9.98183 344.468
132.6 40.1896 89.6241 9.00693 381.336
132.7 43.9656 56.3653 7.33246 414.595
132.8 43.893 29.971 5.15534 440.989
132.9 33.6244 13.0249 2.65608 457.935
133 1.7613e-12 7.1856 1.08717e-13 463.774
133.1 146.376 13.0249 177.344 457.935
133.2 136.107 29.971 174.845 440.989
133.3 136.034 56.3653 172.668 414.595
133.4 139.81 89.6241 170.993 381.336
133.5 145.298 126.492 170.018 344.468
133.6 151.645 163.359 169.945 307.601
133.7 158.458 196.618 170.945 274.342
133.8 165.527 223.012 173.088 247.948
133.9 172.733 239.959 176.24 231.002
134 180 245.798 180 225.162
134.1 7.26667 239.959 3.75974 231.002
134.2 14.4733 223.012 6.91197 247.948
134.3 21.5425 196.618 9.05476 274.342
134.4 28.3546 163.359 10.055 307.601
134.5 34.7023 126.492 9.98183 344.468
134.6 40.1896 89.6241 9.00693 381.336
134.7 43.9656 56.3653 7.33246 414.595
134.8 43.893 29.971 5.15534 440.989
134.9 33.6244 13.0249 2.65608 457.935
135 4.74328e-12 7.1856 2.92782e-13 463.774
135.1 146.376 13.0249 177.344 457.935
135.2 136.107 29.971 174.845 440.989
135.3 136.034 56.3653 172.668 414.595
135.4 139.81 89.6241 170.993 381.336
135.5 145.298 126.492 170.018 344.468
135.6 151.645 163.359 169.945 307.601
135.7 158.458 196.618 170.945 274.342
135.8 165.527 223.012 173.088 247.948
135.9 172.733 239.959 176.24 231.002
136 2.7252e-13 245.798 1.4492e-13 225.162
136.1 7.26667 239.959 3.75974 231.002
136.2 14.4733 223.012 6.91197 247.948
136.3 21.5425 196.618 9.05476 274.342
136.4 28.3546 163.359 10.055 307.601
136.5 34.7023 126.492 9.98183 344.468
136.6 40.1896 89.6241 9.00693 381.336
136.7 43.9656 56.3653 7.33246 414.595
136.8 43.893 29.971 5.15534 440.989
136.9 33.6244 13.0249 2.65608 457.935
137 180 7.1856 180 463.774
137.1 146.376 13.0249 177.344 457.935
137.2 136.107 29.971 174.845 440.989
137.3 136.034 56.3653 172.668 414.595
137.4 139.81 89.6241 170.993 381.336
137.5 145.298 126.492 170.018 344.468
137.6 151.645 163.359 169.945 307.601
137.7 158.458 196.618 170.945 274.342
137.8 165.527 223.012 173.088 247.948
137.9 172.733 239.959 176.24 231.002
138 180 245.798 180 225.162
138.1 7.26667 239.959 3.75974 231.002
138.2 14.4733 223.012 6.91197 247.948
138.3 21.5425 196.618 9.05476 274.342
138.4 28.3546 163.359 10.055 307.601
138.5 34.7023 126.492 9.98183 344.468
138.6 40.1896 89.6241 9.00693 381.336
138.7 43.9656 56.3653 7.33246 414.595
138.8 43.893 29.971 5.15534 440.989
138.9 33.6244 13.0249 2.65608 457.935
139 2.84562e-12 7.1856 1.75648e-13 463.774
139.1 146.376 13.0249 177.344 457.935
139.2 136.107 29.971 174.845 440.989
139.3 136.034 56.3653 172.668 414.595
139.4 139.81 89.6241 170.993 381.336
139.5 145.298 126.492 170.018 344.468
139.6 151.645 163.359 169.945 307.601
139.7 158.458 196.618 170.945 274.342
139.8 165.527 223.012 173.088 247.948
139.9 172.733 239.959 176.24 231.002
140 180 245.798 180 225.162
140.1 7.26667 239.959 3.75974 231.002
140.2 14.4733 223.012 6.91197 247.948
140.3 21.5425 196.618 9.05476 274.342
140.4 28.3546 163.359 10.055 307.601
140.5 34.7023 126.492 9.98183 344.468
140.6 40.1896 89.6241 9.00693 381.336
140.7 43.9656 56.3653 7.33246 414.595
140.8 43.893 29.971 5.15534 440.989
140.9 33.6244 13.0249 2.65608 457.935
141 5.8276e-12 7.1856 3.59712e-13 463.774
141.1 146.376 13.0249 177.344 457.935
141.2 136.107 29.971 174.845 440.989
141.3 136.034 56.3653 172.668 414.595
141.4 139.81 89.6241 170.993 381.336
141.5 145.298 126.492 170.018 344.468
141.6 151.645 163.359 169.945 307.601
141.7 158.458 196.618 170.945 274.342
141.8 165.527 223.012 173.088 247.948
141.9 172.733 239.959 176.24 231.002
142 9.09356e-14 245.798 4.83574e-14 225.162
142.1 7.26667 239.959 3.75974 231.002
142.2 14.4733 223.012 6.91197 247.948
142.3 21.5425 196.618 9.05476 274.342
142.4 28.3546 163.359 10.055 307.601
142.5 34.7023 126.492 9.98183 344.468
142.6 40.1896 89.6241 9.00693 381.336
142.7 43.9656 56.3653 7.33246 414.595
142.8 43.893 29.971 5.15534 440.989
142.9 33.6244 13.0249 2.65608 457.935
143 9.47971e-13 7.1856 5.85141e-14 463.774
143.1 146.376 13.0249 177.344 457.935
143.2 136.107 29.971 174.845 440.989
143.3 136.034 56.3653 172.668 414.595
143.4 139.81 89.6241 170.993 381.336
143.5 145.298 126.492 170.018 344.468
143.6 151.645 163.359 169.945 307.601
143.7 158.458 196.618 170.945 274.342
143.8 165.527 223.012 173.088 247.948
143.9 172.733 239.959 176.24 231.002
144 180 245.798 180 225.162
144.1 7.26667 239.959 3.75974 231.002
144.2 14.4733 223.012 6.91197 247.948
144.3 21.5425 196.618 9.05476 274.342
144.4 28.3546 163.359 10.055 307.601
144.5 34.7023 126.492 9.98183 344.468
144.6 40.1896 89.6241 9.00693 381.336
144.7 43.9656 56.3653 7.33246 414.595
144.8 43.893 29.971 5.15534 440.989
144.9 33.6244 13.0249 2.65608 457.935
145 3.92995e-12 7.1856 2.42579e-13 463.774
145.1 146.376 13.0249 177.344 457.935
145.2 136.107 29.971 174.845 440.989
145.3 136.034 56.3653 172.668 414.595
145.4 139.81 89.6241 170.993 381.336
145.5 145.298 126.492 170.018 344.468
145.6 151.645 163.359 169.945 307.601
145.7 158.458 196.618 170.945 274.342
145.8 165.527 223.012 173.088 247.948
145.9 172.733 239.959 176.24 231.002
146 180 245.798 180 225.162
146.1 7.26667 239.959 3.75974 231.002
146.2 14.4733 223.012 6.91197 247.948
146.3 21.5425 196.618 9.05476 274.342
146.4 28.3546 163.359 10.055 307.601
146.5 34.7023 126.492 9.98183 344.468
146.6 40.1896 89.6241 9.00693 381.336
146.7 43.9656 56.3653 7.33246 414.595
146.8 43.893 29.971 5.15534 440.989
146.9 33.6244 13.0249 2.65608 457.935
147 180 7.1856 180 463.774
147.1 146.376 13.0249 177.344 457.935
147.2 136.107 29.971 174.845 440.989
147.3 136.034 56.3653 172.668 414.595
147.4 139.81 89.6241 170.993 381.336
147.5 145.298 126.492 170.018 344.468
147.6 151.645 163.359 169.945 307.601
147.7 158.458 196.618 170.945 274.342
147.8 165.527 223.012 173.088 247.948
147.9 172.733 239.959 176.24 231.002
148 180 245.798 180 225.162
148.1 7.26667 239.959 3.75974 231.002
148.2 14.4733 223.012 6.91197 247.948
148.3 21.5425 196.618 9.05476 274.342
148.4 28.3546 163.359 10.055 307.601
148.5 34.7023 126.492 9.98183 344.468
148.6 40.1896 89.6241 9.00693 381.336
148.7 43.9656 56.3653 7.33246 414.595
148.8 43.893 29.971 5.15534 440.989
148.9 33.6244 13.0249 2.65608 457.935
149 2.03229e-12 7.1856 1.25445e-13 463.774
149.1 146.376 13.0249 177.344 457.935
149.2 136.107 29.971 174.845 440.989
149.3 136.034 56.3653 172.668 414.595
149.4 139.81 89.6241 170.993 381.336
149.5 145.298 126.492 170.018 344.468
149.6 151.645 163.359 169.945 307.601
149.7 158.458 196.618 170.945 274.342
149.8 165.527 223.012 173.088 247.948
149.9 172.733 239.959 176.24 231.002
150 180 245.798 180 225.162
150.1 7.26667 239.959 3.75974 231.002
150.2 14.4733 223.012 6.91197 247.948
150.3 21.5425 196.618 9.05476 274.342
150.4 28.3546 163.359 10.055 307.601
150.5 34.7023 126.492 9.98183 344.468
150.6 40.1896 89.6241 9.00693 381.336
150.7 43.9656 56.3653 7.33246 414.595
150.8 43.893 29.971 5.15534 440.989
150.9 33.6244 13.0249 2.65608 457.935
151 5.01427e-12 7.1856 3.09509e-13 463.774
151.1 146.376 13.0249 177.344 457.935
151.2 136.107 29.971 174.845 440.989
151.3 136.034 56.3653 172.668 414.595
151.4 139.81 89.6241 170.993 381.336
151.5 145.298 126.492 170.018 344.468
151.6 151.645 163.359 169.945 307.601
151.7 158.458 196.618 170.945 274.342
151.8 165.527 223.012 173.088 247.948
151.9 172.733 239.959 176.24 231.002
152 180 245.798 180 225.162
152.1 7.26667 239.959 3.75974 231.002
152.2 14.4733 223.012 6.91197 247.948
152.3 21.5425 196.618 9.05476 274.342
152.4 28.3546 163.359 10.055 307.601
152.5 34.7023 126.492 9.98183 344.468
152.6 40.1896 89.6241 9.00693 381.336
152.7 43.9656 56.3653 7.33246 414.595
152.8 43.893 29.971 5.15534 440.989
152.9 33.6244 13.0249 2.65608 457.935
153 1.34642e-13 7.1856 8.31084e-15 463.774
153.1 146.376 13.0249 177.344 457.935
153.2 136.107 29.971 174.845 440.989
153.3 136.034 56.3653 172.668 414.595
153.4 139.81 89.6241 170.993 381.336
153.5 145.298 126.492 170.018 344.468
153.6 151.645 163.359 169.945 307.601
153.7 158.458 196.618 170.945 274.342
153.8 165.527 223.012 173.088 247.948
153.9 172.733 239.959 176.24 231.002
154 180 245.798 180 225.162
154.1 7.26667 239.959 3.75974 231.002
154.2 14.4733 223.012 6.91197 247.948
154.3 21.5425 196.618 9.05476 274.342
154.4 28.3546 163.359 10.055 307.601
154.5 34.7023 126.492 9.98183 344.468
154.6 40.1896 89.6241 9.00693 381.336
154.7 43.9656 56.3653 7.33246 414.595
154.8 43.893 29.971 5.15534 440.989
154.9 33.6244 13.0249 2.65608 457.935
155 3.11662e-12 7.1856 1.92375e-13 463.774
155.1 146.376 13.0249 177.344 457.935
155.2 136.107 29.971 174.845 440.989
155.3 136.034 56.3653 172.668 414.595
155.4 139.81 89.6241 170.993 381.336
155.5 145.298 126.492 170.018 344.468
155.6 151.645 163.359 169.945 307.601
155.7 158.458 196.618 170.945 274.342
155.8 165.527 223.012 173.088 247.948
155.9 172.733 239.959 176.24 231.002
156 180 245.798 180 225.162
156.1 7.26667 239.959 3.75974 231.002
156.2 14.4733 223.012 6.91197 247.948
156.3 21.5425 196.618 9.05476 274.342
156.4 28.3546 163.359 10.055 307.601
156.5 34.7023 126.492 9.98183 344.468
156.6 40.1896 89.6241 9.00693 381.336
156.7 43.9656 56.3653 7.33246 414.595
156.8 43.893 29.971 5.15534 440.989
156.9 33.6244 13.0249 2.65608 457.935
157 6.0986e-12 7.1856 3.7644e-13 463.774
157.1 146.376 13.0249 177.344 457.935
157.2 136.107 29.971 174.845 440.989
157.3 136.034 56.3653 172.668 414.595
157.4 139.81 89.6241 170.993 381.336
157.5 145.298 126.492 170.018 344.468
157.6 151.645 163.359 169.945 307.601
157.7 158.458 196.618 170.945 274.342
157.8 165.527 223.012 173.088 247.948
157.9 172.733 239.959 176.24 231.002
158 4.55538e-14 245.798 2.42244e-14 225.162
158.1 7.26667 239.959 3.75974 231.002
158.2 14.4733 223.012 6.91197 247.948
158.3 21.5425 196.618 9.05476 274.342
158.4 28.3546 163.359 10.055 307.601
158.5 34.7023 126.492 9.98183 344.468
158.6 40.1896 89.6241 9.00693 381.336
158.7 43.9656 56.3653 7.33246 414.595
158.8 43.893 29.971 5.15534 440.989
158.9 33.6244 13.0249 2.65608 457.935
159 1.21897e-12 7.1856 7.52414e-14 463.774
159.1 146.376 13.0249 177.344 457.935
159.2 136.107 29.971 174.845 440.989
159.3 136.034 56.3653 172.668 414.595
159.4 139.81 89.6241 170.993 381.336
159.5 145.298 126.492 170.018 344.468
159.6 151.645 163.359 169.945 307.601
159.7 158.458 196.618 170.945 274.342
159.8 165.527 223.012 173.088 247.948
159.9 172.733 239.959 176.24 231.002
160 180 245.798 180 225.162
160.1 7.26667 239.959 3.75974 231.002
160.2 14.4733 223.012 6.91197 247.948
160.3 21.5425 196.618 9.05476 274.342
160.4 28.3546 163.359 10.055 307.601
160.5 34.7023 126.492 9.98183 344.468
160.6 40.1896 89.6241 9.00693 381.336
160.7 43.9656 56.3653 7.33246 414.595
160.8 43.893 29.971 5.15534 440.989
160.9 33.6244 13.0249 2.65608 457.935
161 4.20094e-12 7.1856 2.59306e-13 463.774
161.1 146.376 13.0249 177.344 457.935
161.2 136.107 29.971 174.845 440.989
161.3 136.034 56.3653 172.668 414.595
161.4 139.81 89.6241 170.993 381.336
161.5 145.298 126.492 170.018 344.468
161.6 151.645 163.359 169.945 307.601
161.7 158.458 196.618 170.945 274.342
161.8 165.527 223.012 173.088 247.948
161.9 172.733 239.959 176.24 231.002
162 180 245.798 180 225.162
162.1 7.26667 239.959 3.75974 231.002
162.2 14.4733 223.012 6.91197 247.948
162.3 21.5425 196.618 9.05476 274.342
162.4 28.3546 163.359 10.055 307.601
162.5 34.7023 126.492 9.98183 344.468
162.6 40.1896 89.6241 9.00693 381.336
162.7 43.9656 56.3653 7.33246 414.595
162.8 43.893 29.971 5.15534 440.989
162.9 33.6244 13.0249 2.65608 457.935
163 7.18292e-12 7.1856 4.4337e-13 463.774
163.1 146.376 13.0249 177.344 457.935
163.2 136.107 29.971 174.845 440.989
163.3 136.034 56.3653 172.668 414.595
163.4 139.81 89.6241 170.993 381.336
163.5 145.298 126.492 170.018 344.468
163.6 151.645 163.359 169.945 307.601
163.7 158.458 196.618 170.945 274.342
163.8 165.527 223.012 173.088 247.948
163.9 172.733 239.959 176.24 231.002
164 180 245.798 180 225.162
164.1 7.26667 239.959 3.75974 231.002
164.2 14.4733 223.012 6.91197 247.948
164.3 21.5425 196.618 9.05476 274.342
164.4 28.3546 163.359 10.055 307.601
164.5 34.7023 126.492 9.98183 344.468
164.6 40.1896 89.6241 9.00693 381.336
164.7 43.9656 56.3653 7.33246 414.595
164.8 43.893 29.971 5.15534 440.989
164.9 33.6244 13.0249 2.65608 457.935
165 1.01649e-11 7.1856 6.27435e-13 463.774
165.1 146.376 13.0249 177.344 457.935
165.2 136.107 29.971 174.845 440.989
165.3 136.034 56.3653 172.668 414.595
165.4 139.81 89.6241 170.993 381.336
165.5 145.298 126.492 170.018 344.468
165.6 151.645 163.359 169.945 307.601
165.7 158.458 196.618 170.945 274.342
165.8 165.527 223.012 173.088 247.948
165.9 172.733 239.959 176.24 231.002
166 6.81128e-13 245.798 3.62208e-13 225.162
166.1 7.26667 239.959 3.75974 231.002
166.2 14.4733 223.012 6.91197 247.948
166.3 21.5425 196.618 9.05476 274.342
166.4 28.3546 163.359 10.055 307.601
166.5 34.7023 126.492 9.98183 344.468
166.6 40.1896 89.6241 9.00693 381.336
166.7 43.9656 56.3653 7.33246 414.595
166.8 43.893 29.971 5.15534 440.989
166.9 33.6244 13.0249 2.65608 457.935
167 180 7.1856 180 463.774
167.1 146.376 13.0249 177.344 457.935
167.2 136.107 29.971 174.845 440.989
167.3 136.034 56.3653 172.668 414.595
167.4 139.81 89.6241 170.993 381.336
167.5 145.298 126.492 170.018 344.468
167.6 151.645 163.359 169.945 307.601
167.7 158.458 196.618 170.945 274.342
167.8 165.527 223.012 173.088 247.948
167.9 172.733 239.959 176.24 231.002
168 1.81757e-13 245.798 9.66538e-14 225.162
168.1 7.26667 239.959 3.75974 231.002
168.2 14.4733 223.012 6.91197 247.948
168.3 21.5425 196.618 9.05476 274.342
168.4 28.3546 163.359 10.055 307.601
168.5 34.7023 126.492 9.98183 344.468
168.6 40.1896 89.6241 9.00693 381.336
168.7 43.9656 56.3653 7.33246 414.595
168.8 43.893 29.971 5.15534 440.989
168.9 33.6244 13.0249 2.65608 457.935
169 4.05637e-13 7.1856 2.50382e-14 463.774
169.1 146.376 13.0249 177.344 457.935
169.2 136.107 29.971 174.845 440.989
169.3 136.034 56.3653 172.668 414.595
169.4 139.81 89.6241 170.993 381.336
169.5 145.298 126.492 170.018 344.468
169.6 151.645 163.359 169.945 307.601
169.7 158.458 196.618 170.945 274.342
169.8 165.527 223.012 173.088 247.948
169.9 172.733 239.959 176.24 231.002
170 180 245.798 180 225.162
170.1 7.26667 239.959 3.75974 231.002
170.2 14.4733 223.012 6.91197 247.948
170.3 21.5425 196.618 9.05476 274.342
170.4 28.3546 163.359 10.055 307.601
170.5 34.7023 126.492 9.98183 344.468
170.6 40.1896 89.6241 9.00693 381.336
170.7 43.9656 56.3653 7.33246 414.595
170.8 43.893 29.971 5.15534 440.989
170.9 33.6244 13.0249 2.65608 457.935
171 3.38761e-12 7.1856 2.09103e-13 463.774
171.1 146.376 13.0249 177.344 457.935
171.2 136.107 29.971 174.845 440.989
171.3 136.034 56.3653 172.668 414.595
171.4 139.81 89.6241 170.993 381.336
171.5 145.298 126.492 170.018 344.468
171.6 151.645 163.359 169.945 307.601
171.7 158.458 196.618 170.945 274.342
171.8 165.527 223.012 173.088 247.948
171.9 172.733 239.959 176.24 231.002
172 180 245.798 180 225.162
172.1 7.26667 239.959 3.75974 231.002
172.2 14.4733 223.012 6.91197 247.948
172.3 21.5425 196.618 9.05476 274.342
172.4 28.3546 163.359 10.055 307.601
172.5 34.7023 126.492 9.98183 344.468
172.6 40.1896 89.6241 9.00693 381.336
172.7 43.9656 56.3653 7.33246 414.595
172.8 43.893 29.971 5.15534 440.989
172.9 33.6244 13.0249 2.65608 457.935
173 6.36959e-12 7.1856 3.93167e-13 463.774
173.1 146.376 13.0249 177.344 457.935
173.2 136.107 29.971 174.845 440.989
173.3 136.034 56.3653 172.668 414.595
173.4 139.81 89.6241 170.993 381.336
173.5 145.298 126.492 170.018 344.468
173.6 151.645 163.359 169.945 307.601
173.7 158.458 196.618 170.945 274.342
173.8 165.527 223.012 173.088 247.948
173.9 172.733 239.959 176.24 231.002
174 180 245.798 180 225.162
174.1 7.26667 239.959 3.75974 231.002
174.2 14.4733 223.012 6.91197 247.948
174.3 21.5425 196.618 9.05476 274.342
174.4 28.3546 163.359 10.055 307.601
174.5 34.7023 126.492 9.98183 344.468
174.6 40.1896 89.6241 9.00693 381.336
174.7 43.9656 56.3653 7.33246 414.595
174.8 43.893 29.971 5.15534 440.989
174.9 33.6244 13.0249 2.65608 457.935
175 9.35157e-12 7.1856 5.77232e-13 463.774
175.1 146.376 13.0249 177.344 457.935
175.2 136.107 29.971 174.845 440.989
175.3 136.034 56.3653 172.668 414.595
175.4 139.81 89.6241 170.993 381.336
175.5 145.298 126.492 170.018 344.468
175.6 151.645 163.359 169.945 307.601
175.7 158.458 196.618 170.945 274.342
175.8 165.527 223.012 173.088 247.948
175.9 172.733 239.959 176.24 231.002
176 180 245.798 180 225.162
176.1 7.26667 239.959 3.75974 231.002
176.2 14.4733 223.012 6.91197 247.948
176.3 21.5425 196.618 9.05476 274.342
176.4 28.3546 163.359 10.055 307.601
176.5 34.7023 126.492 9.98183 344.468
176.6 40.1896 89.6241 9.00693 381.336
176.7 43.9656 56.3653 7.33246 414.595
176.8 43.893 29.971 5.15534 440.989
176.9 33.6244 13.0249 2.65608 457.935
177 180 7.1856 180 463.774
177.1 146.376 13.0249 177.344 457.935
177.2 136.107 29.971 174.845 440.989
177.3 136.034 56.3653 172.668 414.595
177.4 139.81 89.6241 170.993 381.336
177.5 145.298 126.492 170.018 344.468
177.6 151.645 163.359 169.945 307.601
177.7 158.458 196.618 170.945 274.342
177.8 165.527 223.012 173.088 247.948
177.9 172.733 239.959 176.24 231.002
178 3.17959e-13 245.798 1.69083e-13 225.162
178.1 7.26667 239.959 3.75974 231.002
178.2 14.4733 223.012 6.91197 247.948
178.3 21.5425 196.618 9.05476 274.342
178.4 28.3546 163.359 10.055 307.601
178.5 34.7023 126.492 9.98183 344.468
178.6 40.1896 89.6241 9.00693 381.336
178.7 43.9656 56.3653 7.33246 414.595
178.8 43.893 29.971 5.15534 440.989
178.9 33.6244 13.0249 2.65608 457.935
179 180 7.1856 180 463.774
179.1 146.376 13.0249 177.344 457.935
179.2 136.107 29.971 174.845 440.989
179.3 136.034 56.3653 172.668 414.595
179.4 139.81 89.6241 170.993 381.336
179.5 145.298 126.492 170.018 344.468
179.6 151.645 163.359 169.945 307.601
179.7 158.458 196.618 170.945 274.342
179.8 165.527 223.012 173.088 247.948
179.9 172.733 239.959 176.24 231.002
180 180 245.798 180 225.162
