#theta_cm, theta3_lab, Ek3_lab, theta4_deg, Ek4_lab
65 2.57497e-12 7.1856 1.58942e-13 463.774
65.1 146.376 13.0249 177.344 457.935
65.2 136.107 29.971 174.845 440.989
65.3 136.034 56.3653 172.668 414.595
65.4 139.81 89.6241 170.993 381.336
65.5 145.298 126.492 170.018 344.468
65.6 151.645 163.359 169.945 307.601
65.7 158.458 196.618 170.945 274.342
65.8 165.527 223.012 173.088 247.948
65.9 172.733 239.959 176.24 231.002
66 180 245.798 180 225.162
66.1 7.26667 239.959 3.75974 231.002
66.2 14.4733 223.012 6.91197 247.948
66.3 21.5425 196.618 9.05476 274.342
66.4 28.3546 163.359 10.055 307.601
66.5 34.7023 126.492 9.98183 344.468
66.6 40.1896 89.6241 9.00693 381.336
66.7 43.9656 56.3653 7.33246 414.595
66.8 43.893 29.971 5.15534 440.989
66.9 33.6244 13.0249 2.65608 457.935
67 1.62614e-12 7.1856 1.00375e-13 463.774
67.1 146.376 13.0249 177.344 457.935
67.2 136.107 29.971 174.845 440.989
67.3 136.034 56.3653 172.668 414.595
67.4 139.81 89.6241 170.993 381.336
67.5 145.298 126.492 170.018 344.468
67.6 151.645 163.359 169.945 307.601
67.7 158.458 196.618 170.945 274.342
67.8 165.527 223.012 173.088 247.948
67.9 172.733 239.959 176.24 231.002
68 1.3626e-13 245.798 7.24599e-14 225.162
68.1 7.26667 239.959 3.75974 231.002
68.2 14.4733 223.012 6.91197 247.948
68.3 21.5425 196.618 9.05476 274.342
68.4 28.3546 163.359 10.055 307.601
68.5 34.7023 126.492 9.98183 344.468
68.6 40.1896 89.6241 9.00693 381.336
68.7 43.9656 56.3653 7.33246 414.595
68.8 43.893 29.971 5.15534 440.989
68.9 33.6244 13.0249 2.65608 457.935
69 6.77318e-13 7.1856 4.18078e-14 463.774
69.1 146.376 13.0249 177.344 457.935
69.2 136.107 29.971 174.845 440.989
69.3 136.034 56.3653 172.668 414.595
69.4 139.81 89.6241 170.993 381.336
69.5 145.298 126.492 170.018 344.468
69.6 151.645 163.359 169.945 307.601
69.7 158.458 196.618 170.945 274.342
69.8 165.527 223.012 173.088 247.948
69.9 172.733 239.959 176.24 231.002
70 180 245.798 180 225.162
70.1 7.26667 239.959 3.75974 231.002
70.2 14.4733 223.012 6.91197 247.948
70.3 21.5425 196.618 9.05476 274.342
70.4 28.3546 163.359 10.055 307.601
70.5 34.7023 126.492 9.98183 344.468
70.6 40.1896 89.6241 9.00693 381.336
70.7 43.9656 56.3653 7.33246 414.595
70.8 43.893 29.971 5.15534 440.989
70.9 33.6244 13.0249 2.65608 457.935
71 180 7.1856 180 463.774
71.1 146.376 13.0249 177.344 457.935
71.2 136.107 29.971 174.845 440.989
71.3 136.034 56.3653 172.668 414.595
71.4 139.81 89.6241 170.993 381.336
71.5 145.298 126.492 170.018 344.468
71.6 151.645 163.359 169.945 307.601
71.7 158.458 196.618 170.945 274.342
71.8 165.527 223.012 173.088 247.948
71.9 172.733 239.959 176.24 231.002
72 180 245.798 180 225.162
72.1 7.26667 239.959 3.75974 231.002
72.2 14.4733 223.012 6.91197 247.948
72.3 21.5425 196.618 9.05476 274.342
72.4 28.3546 163.359 10.055 307.601
72.5 34.7023 126.492 9.98183 344.468
72.6 40.1896 89.6241 9.00693 381.336
72.7 43.9656 56.3653 7.33246 414.595
72.8 43.893 29.971 5.15534 440.989
72.9 33.6244 13.0249 2.65608 457.935
73 2.71047e-12 7.1856 1.67305e-13 463.774
73.1 146.376 13.0249 177.344 457.935
73.2 136.107 29.971 174.845 440.989
73.3 136.034 56.3653 172.668 414.595
73.4 139.81 89.6241 170.993 381.336
73.5 145.298 126.492 170.018 344.468
73.6 151.645 163.359 169.945 307.601
73.7 158.458 196.618 170.945 274.342
73.8 165.527 223.012 173.088 247.948
73.9 172.733 239.959 176.24 231.002
74 180 245.798 180 225.162
74.1 7.26667 239.959 3.75974 231.002
74.2 14.4733 223.012 6.91197 247.948
74.3 21.5425 196.618 9.05476 274.342
74.4 28.3546 163.359 10.055 307.601
74.5 34.7023 126.492 9.98183 344.468
74.6 40.1896 89.6241 9.00693 381.336
74.7 43.9656 56.3653 7.33246 414.595
74.8 43.893 29.971 5.15534 440.989
74.9 33.6244 13.0249 2.65608 457.935
75 1.76164e-12 7.1856 1.08738e-13 463.774
75.1 146.376 13.0249 177.344 457.935
75.2 136.107 29.971 174.845 440.989
75.3 136.034 56.3653 172.668 414.595
75.4 139.81 89.6241 170.993 381.336
75.5 145.298 126.492 170.018 344.468
75.6 151.645 163.359 169.945 307.601
75.7 158.458 196.618 170.945 274.342
75.8 165.527 223.012 173.088 247.948
75.9 172.733 239.959 176.24 231.002
76 180 245.798 180 225.162
76.1 7.26667 239.959 3.75974 231.002
76.2 14.4733 223.012 6.91197 247.948
76.3 21.5425 196.618 9.05476 274.342
76.4 28.3546 163.359 10.055 307.601
76.5 34.7023 126.492 9.98183 344.468
76.6 40.1896 89.6241 9.00693 381.336
76.7 43.9656 56.3653 7.33246 414.595
76.8 43.893 29.971 5.15534 440.989
76.9 33.6244 13.0249 2.65608 457.935
77 8.12815e-13 7.1856 5.01715e-14 463.774
77.1 146.376 13.0249 177.344 457.935
77.2 136.107 29.971 174.845 440.989
77.3 136.034 56.3653 172.668 414.595
77.4 139.81 89.6241 170.993 381.336
77.5 145.298 126.492 170.018 344.468
77.6 151.645 163.359 169.945 307.601
77.7 158.458 196.618 170.945 274.342
77.8 165.527 223.012 173.088 247.948
77.9 172.733 239.959 176.24 231.002
78 180 245.798 180 225.162
78.1 7.26667 239.959 3.75974 231.002
78.2 14.4733 223.012 6.91197 247.948
78.3 21.5425 196.618 9.05476 274.342
78.4 28.3546 163.359 10.055 307.601
78.5 34.7023 126.492 9.98183 344.468
78.6 40.1896 89.6241 9.00693 381.336
78.7 43.9656 56.3653 7.33246 414.595
78.8 43.893 29.971 5.15534 440.989
78.9 33.6244 13.0249 2.65608 457.935
79 180 7.1856 180 463.774
79.1 146.376 13.0249 177.344 457.935
79.2 136.107 29.971 174.845 440.989
79.3 136.034 56.3653 172.668 414.595
79.4 139.81 89.6241 170.993 381.336
79.5 145.298 126.492 170.018 344.468
79.6 151.645 163.359 169.945 307.601
79.7 158.458 196.618 170.945 274.342
79.8 165.527 223.012 173.088 247.948
79.9 172.733 239.959 176.24 231.002
80 180 245.798 180 225.162
80.1 7.26667 239.959 3.75974 231.002
80.2 14.4733 223.012 6.91197 247.948
80.3 21.5425 196.618 9.05476 274.342
80.4 28.3546 163.359 10.055 307.601
80.5 34.7023 126.492 9.98183 344.468
80.6 40.1896 89.6241 9.00693 381.336
80.7 43.9656 56.3653 7.33246 414.595
80.8 43.893 29.971 5.15534 440.989
80.9 33.6244 13.0249 2.65608 457.935
81 2.84597e-12 7.1856 1.75669e-13 463.774
81.1 146.376 13.0249 177.344 457.935
81.2 136.107 29.971 174.845 440.989
81.3 136.034 56.3653 172.668 414.595
81.4 139.81 89.6241 170.993 381.336
81.5 145.298 126.492 170.018 344.468
81.6 151.645 163.359 169.945 307.601
81.7 158.458 196.618 170.945 274.342
81.8 165.527 223.012 173.088 247.948
81.9 172.733 239.959 176.24 231.002
82 180 245.798 180 225.162
82.1 7.26667 239.959 3.75974 231.002
82.2 14.4733 223.012 6.91197 247.948
82.3 21.5425 196.618 9.05476 274.342
82.4 28.3546 163.359 10.055 307.601
82.5 34.7023 126.492 9.98183 344.468
82.6 40.1896 89.6241 9.00693 381.336
82.7 43.9656 56.3653 7.33246 414.595
82.8 43.893 29.971 5.15534 440.989
82.9 33.6244 13.0249 2.65608 457.935
83 180 7.1856 180 463.774
83.1 146.376 13.0249 177.344 457.935
83.2 136.107 29.971 174.845 440.989
83.3 136.034 56.3653 172.668 414.595
83.4 139.81 89.6241 170.993 381.336
83.5 145.298 126.492 170.018 344.468
83.6 151.645 163.359 169.945 307.601
83.7 158.458 196.618 170.945 274.342
83.8 165.527 223.012 173.088 247.948
83.9 172.733 239.959 176.24 231.002
84 9.08783e-14 245.798 4.83269e-14 225.162
84.1 7.26667 239.959 3.75974 231.002
84.2 14.4733 223.012 6.91197 247.948
84.3 21.5425 196.618 9.05476 274.342
84.4 28.3546 163.359 10.055 307.601
84.5 34.7023 126.492 9.98183 344.468
84.6 40.1896 89.6241 9.00693 381.336
84.7 43.9656 56.3653 7.33246 414.595
84.8 43.893 29.971 5.15534 440.989
84.9 33.6244 13.0249 2.65608 457.935
85 9.48313e-13 7.1856 5.85352e-14 463.774
85.1 146.376 13.0249 177.344 457.935
85.2 136.107 29.971 174.845 440.989
85.3 136.034 56.3653 172.668 414.595
85.4 139.81 89.6241 170.993 381.336
85.5 145.298 126.492 170.018 344.468
85.6 151.645 163.359 169.945 307.601
85.7 158.458 196.618 170.945 274.342
85.8 165.527 223.012 173.088 247.948
85.9 172.733 239.959 176.24 231.002
86 180 245.798 180 225.162
86.1 7.26667 239.959 3.75974 231.002
86.2 14.4733 223.012 6.91197 247.948
86.3 21.5425 196.618 9.05476 274.342
86.4 28.3546 163.359 10.055 307.601
86.5 34.7023 126.492 9.98183 344.468
86.6 40.1896 89.6241 9.00693 381.336
86.7 43.9656 56.3653 7.33246 414.595
86.8 43.893 29.971 5.15534 440.989
86.9 33.6244 13.0249 2.65608 457.935
87 3.93029e-12 7.1856 2.426e-13 463.774
87.1 146.376 13.0249 177.344 457.935
87.2 136.107 29.971 174.845 440.989
87.3 136.034 56.3653 172.668 414.595
87.4 139.81 89.6241 170.993 381.336
87.5 145.298 126.492 170.018 344.468
87.6 151.645 163.359 169.945 307.601
87.7 158.458 196.618 170.945 274.342
87.8 165.527 223.012 173.088 247.948
87.9 172.733 239.959 176.24 231.002
88 180 245.798 180 225.162
88.1 7.26667 239.959 3.75974 231.002
88.2 14.4733 223.012 6.91197 247.948
88.3 21.5425 196.618 9.05476 274.342
88.4 28.3546 163.359 10.055 307.601
88.5 34.7023 126.492 9.98183 344.468
88.6 40.1896 89.6241 9.00693 381.336
88.7 43.9656 56.3653 7.33246 414.595
88.8 43.893 29.971 5.15534 440.989
88.9 33.6244 13.0249 2.65608 457.935
89 180 7.1856 180 463.774
89.1 146.376 13.0249 177.344 457.935
89.2 136.107 29.971 174.845 440.989
89.3 136.034 56.3653 172.668 414.595
89.4 139.81 89.6241 170.993 381.336
89.5 145.298 126.492 170.018 344.468
89.6 151.645 163.359 169.945 307.601
89.7 158.458 196.618 170.945 274.342
89.8 165.527 223.012 173.088 247.948
89.9 172.733 239.959 176.24 231.002
90 180 245.798 180 225.162
90.1 7.26667 239.959 3.75974 231.002
90.2 14.4733 223.012 6.91197 247.948
90.3 21.5425 196.618 9.05476 274.342
90.4 28.3546 163.359 10.055 307.601
90.5 34.7023 126.492 9.98183 344.468
90.6 40.1896 89.6241 9.00693 381.336
90.7 43.9656 56.3653 7.33246 414.595
90.8 43.893 29.971 5.15534 440.989
90.9 33.6244 13.0249 2.65608 457.935
91 2.03264e-12 7.1856 1.25466e-13 463.774
91.1 146.376 13.0249 177.344 457.935
91.2 136.107 29.971 174.845 440.989
91.3 136.034 56.3653 172.668 414.595
91.4 139.81 89.6241 170.993 381.336
91.5 145.298 126.492 170.018 344.468
91.6 151.645 163.359 169.945 307.601
91.7 158.458 196.618 170.945 274.342
91.8 165.527 223.012 173.088 247.948
91.9 172.733 239.959 176.24 231.002
92 180 245.798 180 225.162
92.1 7.26667 239.959 3.75974 231.002
92.2 14.4733 223.012 6.91197 247.948
92.3 21.5425 196.618 9.05476 274.342
92.4 28.3546 163.359 10.055 307.601
92.5 34.7023 126.492 9.98183 344.468
92.6 40.1896 89.6241 9.00693 381.336
92.7 43.9656 56.3653 7.33246 414.595
92.8 43.893 29.971 5.15534 440.989
92.9 33.6244 13.0249 2.65608 457.935
93 5.01461e-12 7.1856 3.0953e-13 463.774
93.1 146.376 13.0249 177.344 457.935
93.2 136.107 29.971 174.845 440.989
93.3 136.034 56.3653 172.668 414.595
93.4 139.81 89.6241 170.993 381.336
93.5 145.298 126.492 170.018 344.468
93.6 151.645 163.359 169.945 307.601
93.7 158.458 196.618 170.945 274.342
93.8 165.527 223.012 173.088 247.948
93.9 172.733 239.959 176.24 231.002
94 2.27081e-13 245.798 1.20756e-13 225.162
94.1 7.26667 239.959 3.75974 231.002
94.2 14.4733 223.012 6.91197 247.948
94.3 21.5425 196.618 9.05476 274.342
94.4 28.3546 163.359 10.055 307.601
94.5 34.7023 126.492 9.98183 344.468
94.6 40.1896 89.6241 9.00693 381.336
94.7 43.9656 56.3653 7.33246 414.595
94.8 43.893 29.971 5.15534 440.989
94.9 33.6244 13.0249 2.65608 457.935
95 1.34984e-13 7.1856 8.33198e-15 463.774
95.1 146.376 13.0249 177.344 457.935
95.2 136.107 29.971 174.845 440.989
95.3 136.034 56.3653 172.668 414.595
95.4 139.81 89.6241 170.993 381.336
95.5 145.298 126.492 170.018 344.468
95.6 151.645 163.359 169.945 307.601
95.7 158.458 196.618 170.945 274.342
95.8 165.527 223.012 173.088 247.948
95.9 172.733 239.959 176.24 231.002
96 180 245.798 180 225.162
96.1 7.26667 239.959 3.75974 231.002
96.2 14.4733 223.012 6.91197 247.948
96.3 21.5425 196.618 9.05476 274.342
96.4 28.3546 163.359 10.055 307.601
96.5 34.7023 126.492 9.98183 344.468
96.6 40.1896 89.6241 9.00693 381.336
96.7 43.9656 56.3653 7.33246 414.595
96.8 43.893 29.971 5.15534 440.989
96.9 33.6244 13.0249 2.65608 457.935
97 3.11696e-12 7.1856 1.92396e-13 463.774
97.1 146.376 13.0249 177.344 457.935
97.2 136.107 29.971 174.845 440.989
97.3 136.034 56.3653 172.668 414.595
97.4 139.81 89.6241 170.993 381.336
97.5 145.298 126.492 170.018 344.468
97.6 151.645 163.359 169.945 307.601
97.7 158.458 196.618 170.945 274.342
97.8 165.527 223.012 173.088 247.948
97.9 172.733 239.959 176.24 231.002
98 180 245.798 180 225.162
98.1 7.26667 239.959 3.75974 231.002
98.2 14.4733 223.012 6.91197 247.948
98.3 21.5425 196.618 9.05476 274.342
98.4 28.3546 163.359 10.055 307.601
98.5 34.7023 126.492 9.98183 344.468
98.6 40.1896 89.6241 9.00693 381.336
98.7 43.9656 56.3653 7.33246 414.595
98.8 43.893 29.971 5.15534 440.989
98.9 33.6244 13.0249 2.65608 457.935
99 180 7.1856 180 463.774
99.1 146.376 13.0249 177.344 457.935
99.2 136.107 29.971 174.845 440.989
99.3 136.034 56.3653 172.668 414.595
99.4 139.81 89.6241 170.993 381.336
99.5 145.298 126.492 170.018 344.468
99.6 151.645 163.359 169.945 307.601
99.7 158.458 196.618 170.945 274.342
99.8 165.527 223.012 173.088 247.948
99.9 172.733 239.959 176.24 231.002
100 4.54965e-14 245.798 2.4194e-14 225.162
100.1 7.26667 239.959 3.75974 231.002
100.2 14.4733 223.012 6.91197 247.948
100.3 21.5425 196.618 9.05476 274.342
100.4 28.3546 163.359 10.055 307.601
100.5 34.7023 126.492 9.98183 344.468
100.6 40.1896 89.6241 9.00693 381.336
100.7 43.9656 56.3653 7.33246 414.595
100.8 43.893 29.971 5.15534 440.989
100.9 33.6244 13.0249 2.65608 457.935
101 1.21931e-12 7.1856 7.52626e-14 463.774
101.1 146.376 13.0249 177.344 457.935
101.2 136.107 29.971 174.845 440.989
101.3 136.034 56.3653 172.668 414.595
101.4 139.81 89.6241 170.993 381.336
101.5 145.298 126.492 170.018 344.468
101.6 151.645 163.359 169.945 307.601
101.7 158.458 196.618 170.945 274.342
101.8 165.527 223.012 173.088 247.948
101.9 172.733 239.959 176.24 231.002
102 180 245.798 180 225.162
102.1 7.26667 239.959 3.75974 231.002
102.2 14.4733 223.012 6.91197 247.948
102.3 21.5425 196.618 9.05476 274.342
102.4 28.3546 163.359 10.055 307.601
102.5 34.7023 126.492 9.98183 344.468
102.6 40.1896 89.6241 9.00693 381.336
102.7 43.9656 56.3653 7.33246 414.595
102.8 43.893 29.971 5.15534 440.989
102.9 33.6244 13.0249 2.65608 457.935
103 4.20129e-12 7.1856 2.59327e-13 463.774
103.1 146.376 13.0249 177.344 457.935
103.2 136.107 29.971 174.845 440.989
103.3 136.034 56.3653 172.668 414.595
103.4 139.81 89.6241 170.993 381.336
103.5 145.298 126.492 170.018 344.468
103.6 151.645 163.359 169.945 307.601
103.7 158.458 196.618 170.945 274.342
103.8 165.527 223.012 173.088 247.948
103.9 172.733 239.959 176.24 231.002
104 3.63284e-13 245.798 1.93186e-13 225.162
104.1 7.26667 239.959 3.75974 231.002
104.2 14.4733 223.012 6.91197 247.948
104.3 21.5425 196.618 9.05476 274.342
104.4 28.3546 163.359 10.055 307.601
104.5 34.7023 126.492 9.98183 344.468
104.6 40.1896 89.6241 9.00693 381.336
104.7 43.9656 56.3653 7.33246 414.595
104.8 43.893 29.971 5.15534 440.989
104.9 33.6244 13.0249 2.65608 457.935
105 180 7.1856 180 463.774
105.1 146.376 13.0249 177.344 457.935
105.2 136.107 29.971 174.845 440.989
105.3 136.034 56.3653 172.668 414.595
105.4 139.81 89.6241 170.993 381.336
105.5 145.298 126.492 170.018 344.468
105.6 151.645 163.359 169.945 307.601
105.7 158.458 196.618 170.945 274.342
105.8 165.527 223.012 173.088 247.948
105.9 172.733 239.959 176.24 231.002
106 180 245.798 180 225.162
106.1 7.26667 239.959 3.75974 231.002
106.2 14.4733 223.012 6.91197 247.948
106.3 21.5425 196.618 9.05476 274.342
106.4 28.3546 163.359 10.055 307.601
106.5 34.7023 126.492 9.98183 344.468
106.6 40.1896 89.6241 9.00693 381.336
106.7 43.9656 56.3653 7.33246 414.595
106.8 43.893 29.971 5.15534 440.989
106.9 33.6244 13.0249 2.65608 457.935
107 2.30363e-12 7.1856 1.42193e-13 463.774
107.1 146.376 13.0249 177.344 457.935
107.2 136.107 29.971 174.845 440.989
107.3 136.034 56.3653 172.668 414.595
107.4 139.81 89.6241 170.993 381.336
107.5 145.298 126.492 170.018 344.468
107.6 151.645 163.359 169.945 307.601
107.7 158.458 196.618 170.945 274.342
107.8 165.527 223.012 173.088 247.948
107.9 172.733 239.959 176.24 231.002
108 180 245.798 180 225.162
108.1 7.26667 239.959 3.75974 231.002
108.2 14.4733 223.012 6.91197 247.948
108.3 21.5425 196.618 9.05476 274.342
108.4 28.3546 163.359 10.055 307.601
108.5 34.7023 126.492 9.98183 344.468
108.6 40.1896 89.6241 9.00693 381.336
108.7 43.9656 56.3653 7.33246 414.595
108.8 43.893 29.971 5.15534 440.989
108.9 33.6244 13.0249 2.65608 457.935
109 5.28561e-12 7.1856 3.26258e-13 463.774
109.1 146.376 13.0249 177.344 457.935
109.2 136.107 29.971 174.845 440.989
109.3 136.034 56.3653 172.668 414.595
109.4 139.81 89.6241 170.993 381.336
109.5 145.298 126.492 170.018 344.468
109.6 151.645 163.359 169.945 307.601
109.7 158.458 196.618 170.945 274.342
109.8 165.527 223.012 173.088 247.948
109.9 172.733 239.959 176.24 231.002
110 1.81699e-13 245.798 9.66233e-14 225.162
110.1 7.26667 239.959 3.75974 231.002
110.2 14.4733 223.012 6.91197 247.948
110.3 21.5425 196.618 9.05476 274.342
110.4 28.3546 163.359 10.055 307.601
110.5 34.7023 126.492 9.98183 344.468
110.6 40.1896 89.6241 9.00693 381.336
110.7 43.9656 56.3653 7.33246 414.595
110.8 43.893 29.971 5.15534 440.989
110.9 33.6244 13.0249 2.65608 457.935
111 4.0598e-13 7.1856 2.50593e-14 463.774
111.1 146.376 13.0249 177.344 457.935
111.2 136.107 29.971 174.845 440.989
111.3 136.034 56.3653 172.668 414.595
111.4 139.81 89.6241 170.993 381.336
111.5 145.298 126.492 170.018 344.468
111.6 151.645 163.359 169.945 307.601
111.7 158.458 196.618 170.945 274.342
111.8 165.527 223.012 173.088 247.948
111.9 172.733 239.959 176.24 231.002
112 180 245.798 180 225.162
112.1 7.26667 239.959 3.75974 231.002
112.2 14.4733 223.012 6.91197 247.948
112.3 21.5425 196.618 9.05476 274.342
112.4 28.3546 163.359 10.055 307.601
112.5 34.7023 126.492 9.98183 344.468
112.6 40.1896 89.6241 9.00693 381.336
112.7 43.9656 56.3653 7.33246 414.595
112.8 43.893 29.971 5.15534 440.989
112.9 33.6244 13.0249 2.65608 457.935
113 3.38796e-12 7.1856 2.09124e-13 463.774
113.1 146.376 13.0249 177.344 457.935
113.2 136.107 29.971 174.845 440.989
113.3 136.034 56.3653 172.668 414.595
113.4 139.81 89.6241 170.993 381.336
113.5 145.298 126.492 170.018 344.468
113.6 151.645 163.359 169.945 307.601
113.7 158.458 196.618 170.945 274.342
113.8 165.527 223.012 173.088 247.948
113.9 172.733 239.959 176.24 231.002
114 180 245.798 180 225.162
114.1 7.26667 239.959 3.75974 231.002
114.2 14.4733 223.012 6.91197 247.948
114.3 21.5425 196.618 9.05476 274.342
114.4 28.3546 163.359 10.055 307.601
114.5 34.7023 126.492 9.98183 344.468
114.6 40.1896 89.6241 9.00693 381.336
114.7 43.9656 56.3653 7.33246 414.595
114.8 43.893 29.971 5.15534 440.989
114.9 33.6244 13.0249 2.65608 457.935
115 180 7.1856 180 463.774
115.1 146.376 13.0249 177.344 457.935
115.2 136.107 29.971 174.845 440.989
115.3 136.034 56.3653 172.668 414.595
115.4 139.81 89.6241 170.993 381.336
115.5 145.298 126.492 170.018 344.468
115.6 151.645 163.359 169.945 307.601
115.7 158.458 196.618 170.945 274.342
115.8 165.527 223.012 173.088 247.948
115.9 172.733 239.959 176.24 231.002
116 1.14688e-16 245.798 6.09883e-17 225.162
116.1 7.26667 239.959 3.75974 231.002
116.2 14.4733 223.012 6.91197 247.948
116.3 21.5425 196.618 9.05476 274.342
116.4 28.3546 163.359 10.055 307.601
116.5 34.7023 126.492 9.98183 344.468
116.6 40.1896 89.6241 9.00693 381.336
116.7 43.9656 56.3653 7.33246 414.595
116.8 43.893 29.971 5.15534 440.989
116.9 33.6244 13.0249 2.65608 457.935
117 1.4903e-12 7.1856 9.19899e-14 463.774
117.1 146.376 13.0249 177.344 457.935
117.2 136.107 29.971 174.845 440.989
117.3 136.034 56.3653 172.668 414.595
117.4 139.81 89.6241 170.993 381.336
117.5 145.298 126.492 170.018 344.468
117.6 151.645 163.359 169.945 307.601
117.7 158.458 196.618 170.945 274.342
117.8 165.527 223.012 173.088 247.948
117.9 172.733 239.959 176.24 231.002
118 180 245.798 180 225.162
118.1 7.26667 239.959 3.75974 231.002
118.2 14.4733 223.012 6.91197 247.948
118.3 21.5425 196.618 9.05476 274.342
118.4 28.3546 163.359 10.055 307.601
118.5 34.7023 126.492 9.98183 344.468
118.6 40.1896 89.6241 9.00693 381.336
118.7 43.9656 56.3653 7.33246 414.595
118.8 43.893 29.971 5.15534 440.989
118.9 33.6244 13.0249 2.65608 457.935
119 4.47228e-12 7.1856 2.76054e-13 463.774
119.1 146.376 13.0249 177.344 457.935
119.2 136.107 29.971 174.845 440.989
119.3 136.034 56.3653 172.668 414.595
119.4 139.81 89.6241 170.993 381.336
119.5 145.298 126.492 170.018 344.468
119.6 151.645 163.359 169.945 307.601
119.7 158.458 196.618 170.945 274.342
119.8 165.527 223.012 173.088 247.948
119.9 172.733 239.959 176.24 231.002
120 180 245.798 180 225.162
120.1 7.26667 239.959 3.75974 231.002
120.2 14.4733 223.012 6.91197 247.948
120.3 21.5425 196.618 9.05476 274.342
120.4 28.3546 163.359 10.055 307.601
120.5 34.7023 126.492 9.98183 344.468
120.6 40.1896 89.6241 9.00693 381.336
120.7 43.9656 56.3653 7.33246 414.595
120.8 43.893 29.971 5.15534 440.989
120.9 33.6244 13.0249 2.65608 457.935
121 180 7.1856 180 463.774
121.1 146.376 13.0249 177.344 457.935
121.2 136.107 29.971 174.845 440.989
121.3 136.034 56.3653 172.668 414.595
121.4 139.81 89.6241 170.993 381.336
121.5 145.298 126.492 170.018 344.468
121.6 151.645 163.359 169.945 307.601
121.7 158.458 196.618 170.945 274.342
121.8 165.527 223.012 173.088 247.948
121.9 172.733 239.959 176.24 231.002
122 180 245.798 180 225.162
122.1 7.26667 239.959 3.75974 231.002
122.2 14.4733 223.012 6.91197 247.948
122.3 21.5425 196.618 9.05476 274.342
122.4 28.3546 163.359 10.055 307.601
122.5 34.7023 126.492 9.98183 344.468
122.6 40.1896 89.6241 9.00693 381.336
122.7 43.9656 56.3653 7.33246 414.595
122.8 43.893 29.971 5.15534 440.989
122.9 33.6244 13.0249 2.65608 457.935
123 2.57463e-12 7.1856 1.58921e-13 463.774
123.1 146.376 13.0249 177.344 457.935
123.2 136.107 29.971 174.845 440.989
123.3 136.034 56.3653 172.668 414.595
123.4 139.81 89.6241 170.993 381.336
123.5 145.298 126.492 170.018 344.468
123.6 151.645 163.359 169.945 307.601
123.7 158.458 196.618 170.945 274.342
123.8 165.527 223.012 173.088 247.948
123.9 172.733 239.959 176.24 231.002
124 180 245.798 180 225.162
124.1 7.26667 239.959 3.75974 231.002
124.2 14.4733 223.012 6.91197 247.948
124.3 21.5425 196.618 9.05476 274.342
124.4 28.3546 163.359 10.055 307.601
124.5 34.7023 126.492 9.98183 344.468
124.6 40.1896 89.6241 9.00693 381.336
124.7 43.9656 56.3653 7.33246 414.595
124.8 43.893 29.971 5.15534 440.989
124.9 33.6244 13.0249 2.65608 457.935
125 5.55661e-12 7.1856 3.42985e-13 463.774
125.1 146.376 13.0249 177.344 457.935
125.2 136.107 29.971 174.845 440.989
125.3 136.034 56.3653 172.668 414.595
125.4 139.81 89.6241 170.993 381.336
125.5 145.298 126.492 170.018 344.468
125.6 151.645 163.359 169.945 307.601
125.7 158.458 196.618 170.945 274.342
125.8 165.527 223.012 173.088 247.948
125.9 172.733 239.959 176.24 231.002
126 1.36317e-13 245.798 7.24904e-14 225.162
126.1 7.26667 239.959 3.75974 231.002
126.2 14.4733 223.012 6.91197 247.948
126.3 21.5425 196.618 9.05476 274.342
126.4 28.3546 163.359 10.055 307.601
126.5 34.7023 126.492 9.98183 344.468
126.6 40.1896 89.6241 9.00693 381.336
126.7 43.9656 56.3653 7.33246 414.595
126.8 43.893 29.971 5.15534 440.989
126.9 33.6244 13.0249 2.65608 457.935
127 6.76975e-13 7.1856 4.17867e-14 463.774
127.1 146.376 13.0249 177.344 457.935
127.2 136.107 29.971 174.845 440.989
127.3 136.034 56.3653 172.668 414.595
127.4 139.81 89.6241 170.993 381.336
127.5 145.298 126.492 170.018 344.468
127.6 151.645 163.359 169.945 307.601
127.7 158.458 196.618 170.945 274.342
127.8 165.527 223.012 173.088 247.948
127.9 172.733 239.959 176.24 231.002
128 180 245.798 180 225.162
128.1 7.26667 239.959 3.75974 231.002
128.2 14.4733 223.012 6.91197 247.948
128.3 21.5425 196.618 9.05476 274.342
128.4 28.3546 163.359 10.055 307.601
128.5 34.7023 126.492 9.98183 344.468
128.6 40.1896 89.6241 9.00693 381.336
128.7 43.9656 56.3653 7.33246 414.595
128.8 43.893 29.971 5.15534 440.989
128.9 33.6244 13.0249 2.65608 457.935
129 3.65895e-12 7.1856 2.25851e-13 463.774
129.1 146.376 13.0249 177.344 457.935
129.2 136.107 29.971 174.845 440.989
129.3 136.034 56.3653 172.668 414.595
129.4 139.81 89.6241 170.993 381.336
129.5 145.298 126.492 170.018 344.468
129.6 151.645 163.359 169.945 307.601
129.7 158.458 196.618 170.945 274.342
129.8 165.527 223.012 173.088 247.948
129.9 172.733 239.959 176.24 231.002
130 180 245.798 180 225.162
130.1 7.26667 239.959 3.75974 231.002
130.2 14.4733 223.012 6.91197 247.948
130.3 21.5425 196.618 9.05476 274.342
130.4 28.3546 163.359 10.055 307.601
130.5 34.7023 126.492 9.98183 344.468
130.6 40.1896 89.6241 9.00693 381.336
130.7 43.9656 56.3653 7.33246 414.595
130.8 43.893 29.971 5.15534 440.989
130.9 33.6244 13.0249 2.65608 457.935
