#kinematics calculation of gsgs
#vertex z = 100 mm, E_reaction = 64.228 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 64.228 180 0
0.1 0.0499283 64.228 89.9499 4.89124e-05
0.2 0.0998566 64.2278 89.8999 0.000195649
0.3 0.149785 64.2276 89.8498 0.000440211
0.4 0.199713 64.2272 89.7997 0.000782596
0.5 0.249642 64.2268 89.7496 0.0012228
0.6 0.29957 64.2262 89.6996 0.00176083
0.7 0.349498 64.2256 89.6495 0.00239668
0.8 0.399427 64.2249 89.5994 0.00313034
0.9 0.449355 64.224 89.5494 0.00396182
1 0.499283 64.2231 89.4993 0.00489112
1.1 0.549211 64.2221 89.4492 0.00591822
1.2 0.59914 64.221 89.3991 0.00704313
1.3 0.649068 64.2197 89.3491 0.00826584
1.4 0.698996 64.2184 89.299 0.00958636
1.5 0.748925 64.217 89.2489 0.0110047
1.6 0.798853 64.2155 89.1989 0.0125208
1.7 0.848781 64.2139 89.1488 0.0141347
1.8 0.89871 64.2122 89.0987 0.0158463
1.9 0.948638 64.2103 89.0486 0.0176558
2 0.998566 64.2084 88.9986 0.019563
2.1 1.04849 64.2064 88.9485 0.021568
2.2 1.09842 64.2043 88.8984 0.0236707
2.3 1.14835 64.2021 88.8483 0.0258712
2.4 1.19828 64.1998 88.7983 0.0281694
2.5 1.24821 64.1974 88.7482 0.0305654
2.6 1.29814 64.1949 88.6981 0.0330591
2.7 1.34807 64.1923 88.6481 0.0356506
2.8 1.39799 64.1897 88.598 0.0383397
2.9 1.44792 64.1869 88.5479 0.0411266
3 1.49785 64.184 88.4978 0.0440111
3.1 1.54778 64.181 88.4478 0.0469934
3.2 1.59771 64.1779 88.3977 0.0500733
3.3 1.64764 64.1747 88.3476 0.0532509
3.4 1.69756 64.1715 88.2976 0.0565262
3.5 1.74749 64.1681 88.2475 0.0598991
3.6 1.79742 64.1646 88.1974 0.0633696
3.7 1.84735 64.1611 88.1473 0.0669378
3.8 1.89728 64.1574 88.0973 0.0706036
3.9 1.94721 64.1536 88.0472 0.0743671
4 1.99713 64.1498 87.9971 0.0782281
4.1 2.04706 64.1458 87.9471 0.0821867
4.2 2.09699 64.1418 87.897 0.0862429
4.3 2.14692 64.1376 87.8469 0.0903966
4.4 2.19685 64.1334 87.7968 0.0946479
4.5 2.24678 64.129 87.7468 0.0989967
4.6 2.29671 64.1246 87.6967 0.103443
4.7 2.34663 64.12 87.6466 0.107987
4.8 2.39656 64.1154 87.5966 0.112628
4.9 2.44649 64.1106 87.5465 0.117367
5 2.49642 64.1058 87.4964 0.122203
5.1 2.54635 64.1009 87.4463 0.127137
5.2 2.59628 64.0958 87.3963 0.132168
5.3 2.64621 64.0907 87.3462 0.137297
5.4 2.69613 64.0855 87.2961 0.142523
5.5 2.74606 64.0802 87.2461 0.147846
5.6 2.79599 64.0747 87.196 0.153267
5.7 2.84592 64.0692 87.1459 0.158785
5.8 2.89585 64.0636 87.0958 0.164401
5.9 2.94578 64.0579 87.0458 0.170114
6 2.99571 64.0521 86.9957 0.175924
6.1 3.04564 64.0462 86.9456 0.181831
6.2 3.09556 64.0402 86.8956 0.187836
6.3 3.14549 64.0341 86.8455 0.193938
6.4 3.19542 64.0279 86.7954 0.200137
6.5 3.24535 64.0216 86.7453 0.206433
6.6 3.29528 64.0152 86.6953 0.212827
6.7 3.34521 64.0087 86.6452 0.219318
6.8 3.39514 64.0021 86.5951 0.225906
6.9 3.44507 63.9954 86.5451 0.232591
7 3.49499 63.9886 86.495 0.239373
7.1 3.54492 63.9817 86.4449 0.246252
7.2 3.59485 63.9748 86.3948 0.253228
7.3 3.64478 63.9677 86.3448 0.260302
7.4 3.69471 63.9605 86.2947 0.267472
7.5 3.74464 63.9533 86.2446 0.27474
7.6 3.79457 63.9459 86.1946 0.282104
7.7 3.8445 63.9384 86.1445 0.289566
7.8 3.89443 63.9309 86.0944 0.297124
7.9 3.94435 63.9232 86.0443 0.304779
8 3.99428 63.9155 85.9943 0.312531
8.1 4.04421 63.9076 85.9442 0.32038
8.2 4.09414 63.8997 85.8941 0.328326
8.3 4.14407 63.8916 85.8441 0.336369
8.4 4.194 63.8835 85.794 0.344508
8.5 4.24393 63.8753 85.7439 0.352745
8.6 4.29386 63.8669 85.6938 0.361078
8.7 4.34379 63.8585 85.6438 0.369507
8.8 4.39372 63.85 85.5937 0.378034
8.9 4.44365 63.8413 85.5436 0.386657
9 4.49357 63.8326 85.4936 0.395377
9.1 4.5435 63.8238 85.4435 0.404193
9.2 4.59343 63.8149 85.3934 0.413106
9.3 4.64336 63.8059 85.3434 0.422116
9.4 4.69329 63.7968 85.2933 0.431222
9.5 4.74322 63.7876 85.2432 0.440424
9.6 4.79315 63.7783 85.1931 0.449723
9.7 4.84308 63.7689 85.1431 0.459119
9.8 4.89301 63.7594 85.093 0.468611
9.9 4.94294 63.7498 85.0429 0.478199
10 4.99287 63.7401 84.9929 0.487884
10.1 5.0428 63.7303 84.9428 0.497665
10.2 5.09273 63.7205 84.8927 0.507542
10.3 5.14266 63.7105 84.8426 0.517516
10.4 5.19259 63.7004 84.7926 0.527586
10.5 5.24251 63.6902 84.7425 0.537752
10.6 5.29244 63.68 84.6924 0.548014
10.7 5.34237 63.6696 84.6424 0.558373
10.8 5.3923 63.6592 84.5923 0.568827
10.9 5.44223 63.6486 84.5422 0.579378
11 5.49216 63.638 84.4922 0.590025
11.1 5.54209 63.6272 84.4421 0.600767
11.2 5.59202 63.6164 84.392 0.611606
11.3 5.64195 63.6055 84.3419 0.622541
11.4 5.69188 63.5944 84.2919 0.633571
11.5 5.74181 63.5833 84.2418 0.644698
