#kinematics calculation of exex
#vertex z = 50 mm, E_reaction = 66.899 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 57.6762 0 0.342821
0.1 0.0460812 57.6761 0.598445 0.342865
0.2 0.0921624 57.676 1.19672 0.342996
0.3 0.138244 57.6758 1.79467 0.343214
0.4 0.184325 57.6755 2.39213 0.34352
0.5 0.230406 57.6751 2.98893 0.343913
0.6 0.276487 57.6746 3.5849 0.344393
0.7 0.322568 57.674 4.1799 0.34496
0.8 0.368649 57.6734 4.77375 0.345615
0.9 0.41473 57.6726 5.36631 0.346358
1 0.460811 57.6718 5.9574 0.347187
1.1 0.506892 57.6709 6.54689 0.348104
1.2 0.552973 57.6699 7.13461 0.349108
1.3 0.599053 57.6688 7.72042 0.3502
1.4 0.645134 57.6676 8.30418 0.351378
1.5 0.691215 57.6664 8.88573 0.352644
1.6 0.737295 57.665 9.46495 0.353998
1.7 0.783376 57.6636 10.0417 0.355438
1.8 0.829456 57.662 10.6158 0.356966
1.9 0.875536 57.6604 11.1872 0.358582
2 0.921616 57.6587 11.7557 0.360284
2.1 0.967696 57.6569 12.3212 0.362074
2.2 1.01378 57.655 12.8836 0.363951
2.3 1.05986 57.6531 13.4428 0.365915
2.4 1.10594 57.651 13.9987 0.367967
2.5 1.15201 57.6489 14.5511 0.370105
2.6 1.19809 57.6467 15.1 0.372331
2.7 1.24417 57.6444 15.6452 0.374645
2.8 1.29025 57.642 16.1867 0.377045
2.9 1.33633 57.6395 16.7244 0.379533
3 1.38241 57.6369 17.2582 0.382108
3.1 1.42849 57.6342 17.788 0.38477
3.2 1.47457 57.6315 18.3137 0.387519
3.3 1.52065 57.6286 18.8353 0.390356
3.4 1.56672 57.6257 19.3526 0.393279
3.5 1.6128 57.6227 19.8658 0.39629
3.6 1.65888 57.6196 20.3746 0.399388
3.7 1.70496 57.6164 20.879 0.402573
3.8 1.75103 57.6132 21.379 0.405846
3.9 1.79711 57.6098 21.8745 0.409205
4 1.84319 57.6063 22.3655 0.412652
4.1 1.88926 57.6028 22.8519 0.416185
4.2 1.93534 57.5992 23.3338 0.419806
4.3 1.98142 57.5955 23.811 0.423514
4.4 2.02749 57.5917 24.2836 0.427309
4.5 2.07357 57.5878 24.7515 0.431191
4.6 2.11964 57.5838 25.2147 0.43516
4.7 2.16572 57.5798 25.6732 0.439216
4.8 2.21179 57.5756 26.127 0.443359
4.9 2.25787 57.5714 26.576 0.447589
5 2.30394 57.5671 27.0203 0.451906
5.1 2.35002 57.5627 27.4599 0.456311
5.2 2.39609 57.5582 27.8947 0.460802
5.3 2.44216 57.5536 28.3247 0.46538
5.4 2.48824 57.549 28.75 0.470045
5.5 2.53431 57.5442 29.1706 0.474797
5.6 2.58038 57.5394 29.5864 0.479636
5.7 2.62645 57.5344 29.9975 0.484561
5.8 2.67253 57.5294 30.404 0.489574
5.9 2.7186 57.5243 30.8057 0.494674
6 2.76467 57.5191 31.2027 0.49986
6.1 2.81074 57.5139 31.5951 0.505133
6.2 2.85681 57.5085 31.9829 0.510493
6.3 2.90288 57.5031 32.3661 0.51594
6.4 2.94895 57.4975 32.7446 0.521474
6.5 2.99502 57.4919 33.1187 0.527095
6.6 3.04109 57.4862 33.4881 0.532802
6.7 3.08716 57.4804 33.8531 0.538596
6.8 3.13322 57.4745 34.2136 0.544477
6.9 3.17929 57.4686 34.5697 0.550444
7 3.22536 57.4625 34.9213 0.556498
7.1 3.27143 57.4564 35.2686 0.562639
7.2 3.31749 57.4501 35.6115 0.568866
7.3 3.36356 57.4438 35.9502 0.57518
7.4 3.40963 57.4374 36.2845 0.581581
7.5 3.45569 57.4309 36.6146 0.588068
7.6 3.50176 57.4244 36.9405 0.594642
7.7 3.54782 57.4177 37.2623 0.601303
7.8 3.59389 57.411 37.5799 0.60805
7.9 3.63995 57.4041 37.8935 0.614883
8 3.68601 57.3972 38.203 0.621803
8.1 3.73208 57.3902 38.5085 0.62881
8.2 3.77814 57.3831 38.81 0.635903
8.3 3.8242 57.3759 39.1076 0.643082
8.4 3.87026 57.3687 39.4014 0.650348
8.5 3.91632 57.3613 39.6913 0.6577
8.6 3.96238 57.3539 39.9773 0.665138
8.7 4.00844 57.3463 40.2597 0.672663
8.8 4.0545 57.3387 40.5383 0.680274
8.9 4.10056 57.331 40.8132 0.687972
9 4.14662 57.3232 41.0845 0.695755
9.1 4.19268 57.3154 41.3522 0.703625
9.2 4.23873 57.3074 41.6164 0.711582
9.3 4.28479 57.2994 41.877 0.719624
9.4 4.33085 57.2912 42.1342 0.727753
9.5 4.3769 57.283 42.3879 0.735967
9.6 4.42296 57.2747 42.6382 0.744268
9.7 4.46901 57.2663 42.8852 0.752655
9.8 4.51507 57.2579 43.1289 0.761128
9.9 4.56112 57.2493 43.3693 0.769687
10 4.60718 57.2407 43.6065 0.778332
10.1 4.65323 57.2319 43.8405 0.787063
10.2 4.69928 57.2231 44.0714 0.79588
10.3 4.74533 57.2142 44.2991 0.804783
10.4 4.79138 57.2052 44.5238 0.813772
10.5 4.83743 57.1962 44.7454 0.822847
10.6 4.88348 57.187 44.9641 0.832008
10.7 4.92953 57.1777 45.1798 0.841254
10.8 4.97558 57.1684 45.3925 0.850587
10.9 5.02163 57.159 45.6024 0.860005
11 5.06767 57.1495 45.8095 0.869509
11.1 5.11372 57.1399 46.0137 0.879098
11.2 5.15977 57.1302 46.2152 0.888773
11.3 5.20581 57.1205 46.4139 0.898534
11.4 5.25186 57.1106 46.6099 0.908381
11.5 5.2979 57.1007 46.8033 0.918313
11.6 5.34394 57.0907 46.994 0.928331
11.7 5.38999 57.0806 47.1822 0.938434
11.8 5.43603 57.0704 47.3678 0.948623
11.9 5.48207 57.0601 47.5508 0.958897
12 5.52811 57.0497 47.7314 0.969257
12.1 5.57415 57.0393 47.9095 0.979702
12.2 5.62019 57.0288 48.0851 0.990232
12.3 5.66623 57.0182 48.2584 1.00085
12.4 5.71227 57.0075 48.4293 1.01155
12.5 5.7583 56.9967 48.5979 1.02234
12.6 5.80434 56.9858 48.7641 1.03321
12.7 5.85037 56.9748 48.9281 1.04416
12.8 5.89641 56.9638 49.0899 1.05521
12.9 5.94244 56.9527 49.2494 1.06633
13 5.98848 56.9415 49.4068 1.07755
13.1 6.03451 56.9302 49.562 1.08884
13.2 6.08054 56.9188 49.715 1.10023
13.3 6.12657 56.9073 49.866 1.11169
13.4 6.1726 56.8958 50.0149 1.12325
13.5 6.21863 56.8841 50.1618 1.13488
13.6 6.26466 56.8724 50.3066 1.14661
13.7 6.31069 56.8606 50.4495 1.15841
13.8 6.35672 56.8487 50.5903 1.17031
13.9 6.40274 56.8367 50.7293 1.18228
14 6.44877 56.8247 50.8663 1.19434
14.1 6.49479 56.8125 51.0015 1.20649
14.2 6.54082 56.8003 51.1348 1.21872
14.3 6.58684 56.788 51.2662 1.23104
14.4 6.63286 56.7756 51.3959 1.24344
14.5 6.67889 56.7631 51.5237 1.25592
14.6 6.72491 56.7505 51.6498 1.26849
14.7 6.77093 56.7379 51.7742 1.28115
14.8 6.81695 56.7251 51.8968 1.29388
14.9 6.86296 56.7123 52.0177 1.30671
15 6.90898 56.6994 52.137 1.31961
15.1 6.955 56.6864 52.2546 1.33261
15.2 7.00101 56.6733 52.3705 1.34568
15.3 7.04703 56.6602 52.4849 1.35884
15.4 7.09304 56.6469 52.5976 1.37209
15.5 7.13906 56.6336 52.7088 1.38542
15.6 7.18507 56.6202 52.8185 1.39883
15.7 7.23108 56.6067 52.9266 1.41232
15.8 7.27709 56.5931 53.0332 1.42591
15.9 7.3231 56.5794 53.1383 1.43957
16 7.36911 56.5657 53.242 1.45332
16.1 7.41511 56.5518 53.3442 1.46715
16.2 7.46112 56.5379 53.4449 1.48107
16.3 7.50713 56.5239 53.5443 1.49507
16.4 7.55313 56.5098 53.6422 1.50915
16.5 7.59913 56.4957 53.7388 1.52332
16.6 7.64514 56.4814 53.834 1.53757
16.7 7.69114 56.4671 53.9279 1.55191
16.8 7.73714 56.4527 54.0204 1.56633
16.9 7.78314 56.4382 54.1117 1.58083
17 7.82914 56.4236 54.2016 1.59542
17.1 7.87514 56.4089 54.2903 1.61009
17.2 7.92113 56.3942 54.3777 1.62484
17.3 7.96713 56.3793 54.4638 1.63968
17.4 8.01312 56.3644 54.5487 1.6546
17.5 8.05912 56.3494 54.6324 1.6696
17.6 8.10511 56.3343 54.715 1.68469
17.7 8.1511 56.3191 54.7963 1.69986
17.8 8.19709 56.3039 54.8764 1.71511
17.9 8.24308 56.2886 54.9554 1.73045
18 8.28907 56.2731 55.0333 1.74587
18.1 8.33506 56.2576 55.11 1.76137
18.2 8.38105 56.242 55.1856 1.77696
18.3 8.42703 56.2264 55.2601 1.79262
18.4 8.47302 56.2106 55.3335 1.80838
18.5 8.519 56.1948 55.4059 1.82421
18.6 8.56498 56.1789 55.4772 1.84013
18.7 8.61096 56.1629 55.5474 1.85613
18.8 8.65694 56.1468 55.6166 1.87221
18.9 8.70292 56.1306 55.6848 1.88837
19 8.7489 56.1144 55.752 1.90462
19.1 8.79488 56.098 55.8182 1.92095
19.2 8.84085 56.0816 55.8834 1.93737
19.3 8.88683 56.0651 55.9476 1.95386
19.4 8.9328 56.0486 56.0108 1.97044
19.5 8.97877 56.0319 56.0731 1.9871
19.6 9.02474 56.0152 56.1345 2.00384
19.7 9.07071 55.9983 56.1949 2.02067
19.8 9.11668 55.9814 56.2544 2.03757
19.9 9.16265 55.9644 56.313 2.05456
20 9.20862 55.9474 56.3707 2.07163
20.1 9.25458 55.9302 56.4275 2.08879
20.2 9.30055 55.913 56.4835 2.10602
20.3 9.34651 55.8957 56.5386 2.12334
20.4 9.39247 55.8783 56.5928 2.14074
20.5 9.43843 55.8608 56.6462 2.15822
20.6 9.48439 55.8432 56.6987 2.17578
20.7 9.53035 55.8256 56.7504 2.19343
20.8 9.57631 55.8078 56.8013 2.21115
20.9 9.62226 55.79 56.8514 2.22896
21 9.66822 55.7722 56.9007 2.24685
21.1 9.71417 55.7542 56.9492 2.26482
21.2 9.76012 55.7361 56.9969 2.28287
21.3 9.80607 55.718 57.0439 2.30101
21.4 9.85202 55.6998 57.09 2.31922
21.5 9.89797 55.6815 57.1355 2.33752
21.6 9.94392 55.6631 57.1802 2.3559
21.7 9.98986 55.6446 57.2241 2.37435
21.8 10.0358 55.6261 57.2673 2.39289
21.9 10.0818 55.6075 57.3098 2.41152
22 10.1277 55.5888 57.3516 2.43022
22.1 10.1736 55.57 57.3927 2.449
22.2 10.2196 55.5511 57.433 2.46787
22.3 10.2655 55.5322 57.4727 2.48681
22.4 10.3114 55.5132 57.5117 2.50584
22.5 10.3574 55.4941 57.5501 2.52494
22.6 10.4033 55.4749 57.5877 2.54413
22.7 10.4492 55.4556 57.6247 2.5634
22.8 10.4952 55.4363 57.6611 2.58274
22.9 10.5411 55.4168 57.6968 2.60217
23 10.587 55.3973 57.7318 2.62168
23.1 10.633 55.3777 57.7663 2.64127
23.2 10.6789 55.3581 57.8001 2.66094
23.3 10.7248 55.3383 57.8333 2.68069
23.4 10.7707 55.3185 57.8658 2.70052
23.5 10.8167 55.2986 57.8978 2.72043
23.6 10.8626 55.2786 57.9292 2.74042
23.7 10.9085 55.2585 57.96 2.76049
23.8 10.9544 55.2384 57.9902 2.78064
23.9 11.0003 55.2181 58.0198 2.80088
24 11.0462 55.1978 58.0488 2.82119
24.1 11.0922 55.1774 58.0773 2.84158
24.2 11.1381 55.157 58.1052 2.86205
24.3 11.184 55.1364 58.1325 2.88259
24.4 11.2299 55.1158 58.1593 2.90322
24.5 11.2758 55.0951 58.1856 2.92393
24.6 11.3217 55.0743 58.2113 2.94472
24.7 11.3676 55.0534 58.2364 2.96559
24.8 11.4135 55.0325 58.2611 2.98653
24.9 11.4594 55.0114 58.2852 3.00756
25 11.5053 54.9903 58.3088 3.02867
25.1 11.5512 54.9692 58.3319 3.04985
25.2 11.5971 54.9479 58.3545 3.07111
25.3 11.643 54.9265 58.3766 3.09246
25.4 11.6889 54.9051 58.3982 3.11388
25.5 11.7348 54.8836 58.4193 3.13538
25.6 11.7807 54.862 58.4399 3.15696
25.7 11.8266 54.8404 58.46 3.17861
25.8 11.8724 54.8186 58.4797 3.20035
25.9 11.9183 54.7968 58.4989 3.22217
26 11.9642 54.7749 58.5176 3.24406
26.1 12.0101 54.753 58.5358 3.26603
26.2 12.056 54.7309 58.5536 3.28808
26.3 12.1019 54.7088 58.5709 3.31021
26.4 12.1477 54.6866 58.5878 3.33242
26.5 12.1936 54.6643 58.6043 3.3547
