#kinematics calculation of gsex
#vertex z = 550 mm, E_reaction = 34.822 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 30.2182 0 0.163787
0.1 0.0462953 30.2182 0.629094 0.16381
0.2 0.0925905 30.2181 1.258 0.163878
0.3 0.138886 30.218 1.88652 0.163993
0.4 0.185181 30.2178 2.51448 0.164153
0.5 0.231476 30.2176 3.14168 0.164359
0.6 0.277771 30.2174 3.76794 0.164611
0.7 0.324067 30.2171 4.39307 0.164908
0.8 0.370362 30.2167 5.01689 0.165252
0.9 0.416657 30.2164 5.63922 0.165641
1 0.462952 30.2159 6.25988 0.166076
1.1 0.509247 30.2154 6.87869 0.166556
1.2 0.555542 30.2149 7.49549 0.167083
1.3 0.601836 30.2143 8.11009 0.167655
1.4 0.648131 30.2137 8.72235 0.168273
1.5 0.694426 30.2131 9.33208 0.168936
1.6 0.74072 30.2124 9.93914 0.169646
1.7 0.787015 30.2116 10.5434 0.170401
1.8 0.833309 30.2108 11.1446 0.171202
1.9 0.879604 30.21 11.7427 0.172049
2 0.925898 30.2091 12.3376 0.172941
2.1 0.972192 30.2081 12.929 0.173879
2.2 1.01849 30.2071 13.517 0.174863
2.3 1.06478 30.2061 14.1012 0.175893
2.4 1.11107 30.205 14.6817 0.176969
2.5 1.15737 30.2039 15.2582 0.17809
2.6 1.20366 30.2027 15.8308 0.179257
2.7 1.24995 30.2015 16.3992 0.180469
2.8 1.29625 30.2003 16.9635 0.181728
2.9 1.34254 30.199 17.5234 0.183032
3 1.38883 30.1976 18.0789 0.184382
3.1 1.43513 30.1962 18.6299 0.185777
3.2 1.48142 30.1948 19.1763 0.187218
3.3 1.52771 30.1933 19.7181 0.188705
3.4 1.574 30.1918 20.2552 0.190238
3.5 1.6203 30.1902 20.7875 0.191816
3.6 1.66659 30.1886 21.3149 0.19344
3.7 1.71288 30.1869 21.8375 0.19511
3.8 1.75917 30.1852 22.3551 0.196826
3.9 1.80546 30.1834 22.8677 0.198587
4 1.85175 30.1816 23.3753 0.200393
4.1 1.89804 30.1798 23.8778 0.202246
4.2 1.94433 30.1779 24.3752 0.204144
4.3 1.99062 30.1759 24.8675 0.206088
4.4 2.03691 30.1739 25.3547 0.208077
