#kinematics calculation of exex
#vertex z = 500 mm, E_reaction = 38.797 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 29.2417 0 0.675332
0.1 0.0423696 29.2416 0.278977 0.675353
0.2 0.0847392 29.2416 0.557933 0.675419
0.3 0.127109 29.2415 0.836847 0.675527
0.4 0.169478 29.2413 1.1157 0.67568
0.5 0.211848 29.2411 1.39446 0.675875
0.6 0.254217 29.2409 1.67312 0.676115
0.7 0.296587 29.2406 1.95165 0.676397
0.8 0.338956 29.2403 2.23004 0.676724
0.9 0.381325 29.2399 2.50825 0.677094
1 0.423694 29.2395 2.78628 0.677507
1.1 0.466063 29.239 3.0641 0.677964
1.2 0.508432 29.2385 3.34168 0.678464
1.3 0.550801 29.238 3.61901 0.679008
1.4 0.593169 29.2374 3.89607 0.679595
1.5 0.635538 29.2368 4.17284 0.680226
1.6 0.677906 29.2361 4.44929 0.6809
1.7 0.720274 29.2354 4.72541 0.681618
1.8 0.762642 29.2346 5.00118 0.682379
1.9 0.80501 29.2338 5.27657 0.683184
2 0.847377 29.233 5.55157 0.684032
2.1 0.889744 29.2321 5.82616 0.684924
2.2 0.932111 29.2311 6.10031 0.685859
2.3 0.974478 29.2302 6.37401 0.686838
2.4 1.01684 29.2291 6.64724 0.68786
2.5 1.05921 29.2281 6.91998 0.688926
2.6 1.10158 29.227 7.19221 0.690035
2.7 1.14394 29.2258 7.46391 0.691188
2.8 1.18631 29.2246 7.73507 0.692384
2.9 1.22867 29.2234 8.00566 0.693623
3 1.27104 29.2221 8.27567 0.694906
3.1 1.3134 29.2208 8.54508 0.696233
3.2 1.35577 29.2194 8.81387 0.697602
3.3 1.39813 29.218 9.08203 0.699016
3.4 1.44049 29.2165 9.34954 0.700472
3.5 1.48286 29.215 9.61637 0.701973
3.6 1.52522 29.2135 9.88252 0.703516
3.7 1.56758 29.2119 10.148 0.705103
3.8 1.60994 29.2103 10.4127 0.706734
3.9 1.6523 29.2086 10.6767 0.708407
4 1.69466 29.2069 10.9399 0.710125
4.1 1.73702 29.2051 11.2024 0.711885
4.2 1.77938 29.2033 11.4641 0.713689
4.3 1.82174 29.2015 11.725 0.715537
4.4 1.8641 29.1996 11.9851 0.717428
4.5 1.90646 29.1976 12.2443 0.719362
4.6 1.94882 29.1957 12.5028 0.721339
4.7 1.99118 29.1936 12.7603 0.72336
4.8 2.03353 29.1916 13.017 0.725425
4.9 2.07589 29.1895 13.2728 0.727532
5 2.11825 29.1873 13.5278 0.729683
5.1 2.1606 29.1851 13.7818 0.731878
5.2 2.20296 29.1829 14.0349 0.734115
5.3 2.24531 29.1806 14.2871 0.736396
5.4 2.28766 29.1783 14.5383 0.738721
5.5 2.33002 29.1759 14.7885 0.741088
5.6 2.37237 29.1735 15.0378 0.743499
5.7 2.41472 29.171 15.2862 0.745954
5.8 2.45707 29.1685 15.5335 0.748451
5.9 2.49942 29.166 15.7798 0.750992
6 2.54177 29.1634 16.0252 0.753576
6.1 2.58412 29.1608 16.2695 0.756204
6.2 2.62647 29.1581 16.5128 0.758874
6.3 2.66882 29.1554 16.755 0.761588
6.4 2.71116 29.1527 16.9962 0.764345
6.5 2.75351 29.1499 17.2363 0.767146
6.6 2.79586 29.147 17.4754 0.769989
6.7 2.8382 29.1441 17.7134 0.772876
6.8 2.88054 29.1412 17.9503 0.775806
6.9 2.92289 29.1382 18.1861 0.77878
7 2.96523 29.1352 18.4209 0.781796
7.1 3.00757 29.1321 18.6545 0.784856
7.2 3.04991 29.129 18.887 0.787959
7.3 3.09225 29.1259 19.1184 0.791105
7.4 3.13459 29.1227 19.3487 0.794294
7.5 3.17693 29.1195 19.5778 0.797526
7.6 3.21927 29.1162 19.8058 0.800801
7.7 3.2616 29.1129 20.0326 0.80412
7.8 3.30394 29.1095 20.2584 0.807482
7.9 3.34628 29.1061 20.4829 0.810886
8 3.38861 29.1027 20.7063 0.814334
8.1 3.43094 29.0992 20.9286 0.817825
8.2 3.47327 29.0956 21.1496 0.821359
8.3 3.51561 29.0921 21.3695 0.824936
8.4 3.55794 29.0884 21.5883 0.828557
8.5 3.60027 29.0848 21.8058 0.83222
8.6 3.64259 29.0811 22.0222 0.835926
