#kinematics calculation of gsex
#vertex z = 0 mm, E_reaction = 69.5 MeV
#theta_cm, theta3_lab, Ek3_lab, theta4_lab, Ek4_lab
0 0 64.9835 0 0.0765178
0.1 0.0482217 64.9834 1.40673 0.0765672
0.2 0.0964435 64.9833 2.81157 0.0767155
0.3 0.144665 64.983 4.21268 0.0769627
0.4 0.192887 64.9827 5.6082 0.0773087
0.5 0.241109 64.9822 6.99636 0.0777535
0.6 0.28933 64.9817 8.3754 0.0782973
0.7 0.337552 64.9811 9.74366 0.0789398
0.8 0.385774 64.9803 11.0995 0.0796813
0.9 0.433995 64.9795 12.4416 0.0805216
1 0.482217 64.9785 13.7683 0.0814607
1.1 0.530439 64.9775 15.0784 0.0824987
1.2 0.57866 64.9764 16.3707 0.0836355
1.3 0.626882 64.9751 17.6441 0.0848711
1.4 0.675103 64.9738 18.8976 0.0862056
1.5 0.723325 64.9724 20.1304 0.0876389
1.6 0.771546 64.9708 21.3417 0.0891711
1.7 0.819768 64.9692 22.5308 0.0908021
1.8 0.867989 64.9675 23.6972 0.0925318
1.9 0.91621 64.9656 24.8404 0.0943604
2 0.964432 64.9637 25.9601 0.0962879
2.1 1.01265 64.9617 27.056 0.0983141
2.2 1.06087 64.9596 28.128 0.100439
2.3 1.1091 64.9573 29.176 0.102663
2.4 1.15732 64.955 30.2 0.104985
2.5 1.20554 64.9526 31.1999 0.107407
2.6 1.25376 64.9501 32.176 0.109927
2.7 1.30198 64.9475 33.1284 0.112546
2.8 1.3502 64.9447 34.0573 0.115263
2.9 1.39842 64.9419 34.9629 0.11808
3 1.44664 64.939 35.8457 0.120995
3.1 1.49486 64.936 36.7059 0.124009
3.2 1.54308 64.9329 37.5439 0.127121
3.3 1.5913 64.9297 38.36 0.130332
3.4 1.63952 64.9264 39.1548 0.133642
3.5 1.68774 64.9229 39.9286 0.137051
3.6 1.73596 64.9194 40.6819 0.140558
3.7 1.78418 64.9158 41.4151 0.144164
3.8 1.8324 64.9121 42.1286 0.147869
3.9 1.88062 64.9083 42.8231 0.151672
4 1.92884 64.9044 43.4989 0.155574
4.1 1.97706 64.9004 44.1564 0.159574
4.2 2.02528 64.8963 44.7963 0.163674
4.3 2.0735 64.8921 45.4189 0.167871
4.4 2.12172 64.8878 46.0246 0.172168
4.5 2.16994 64.8834 46.6141 0.176562
4.6 2.21816 64.8789 47.1876 0.181056
4.7 2.26638 64.8744 47.7457 0.185648
4.8 2.3146 64.8697 48.2887 0.190338
4.9 2.36282 64.8649 48.8172 0.195127
5 2.41104 64.86 49.3315 0.200015
5.1 2.45926 64.855 49.8321 0.205001
5.2 2.50747 64.8499 50.3193 0.210085
5.3 2.55569 64.8447 50.7935 0.215268
5.4 2.60391 64.8395 51.2551 0.220549
5.5 2.65213 64.8341 51.7045 0.225929
5.6 2.70035 64.8286 52.1421 0.231407
5.7 2.74857 64.823 52.5681 0.236984
5.8 2.79678 64.8173 52.983 0.242659
5.9 2.845 64.8116 53.387 0.248432
6 2.89322 64.8057 53.7805 0.254304
6.1 2.94144 64.7997 54.1639 0.260274
6.2 2.98965 64.7937 54.5373 0.266342
6.3 3.03787 64.7875 54.901 0.272508
6.4 3.08609 64.7812 55.2555 0.278773
6.5 3.1343 64.7749 55.6009 0.285136
6.6 3.18252 64.7684 55.9375 0.291598
6.7 3.23074 64.7618 56.2655 0.298157
6.8 3.27895 64.7552 56.5853 0.304815
6.9 3.32717 64.7484 56.897 0.31157
7 3.37539 64.7416 57.2009 0.318424
7.1 3.4236 64.7346 57.4973 0.325376
7.2 3.47182 64.7276 57.7862 0.332427
7.3 3.52003 64.7204 58.068 0.339575
7.4 3.56825 64.7132 58.3428 0.346821
7.5 3.61646 64.7058 58.6109 0.354166
7.6 3.66468 64.6984 58.8723 0.361608
7.7 3.71289 64.6909 59.1274 0.369148
7.8 3.76111 64.6832 59.3763 0.376787
7.9 3.80932 64.6755 59.6192 0.384523
8 3.85754 64.6676 59.8561 0.392357
8.1 3.90575 64.6597 60.0874 0.400289
8.2 3.95396 64.6517 60.3131 0.408319
8.3 4.00218 64.6436 60.5334 0.416447
8.4 4.05039 64.6353 60.7485 0.424673
8.5 4.0986 64.627 60.9584 0.432996
8.6 4.14682 64.6186 61.1634 0.441417
8.7 4.19503 64.6101 61.3635 0.449936
8.8 4.24324 64.6014 61.5589 0.458553
8.9 4.29145 64.5927 61.7497 0.467267
9 4.33967 64.5839 61.936 0.476079
9.1 4.38788 64.575 62.118 0.484989
